Type,Entity,Company Number,OSCAR CPID
Academy Trust,The King's School,07706900,CAD022
Academy Trust,Beecroft Academy,08699391,CAD022
Academy Trust,Brookside Community Primary School Academy Trust,07641618,CAD022
Academy Trust,Llangrove C E Academy,08333208,CAD022
Academy Trust,Knightsfield School,08130253,CAD022
Academy Trust,Abbs Cross Academy and Arts College,07543181,CAD022
Academy Trust,Bursted Wood Primary School,08603037,CAD022
Academy Trust,Burton and South Derbyshire Education Trust,09142556,CAD022
Academy Trust,The Complementary Education Academy Limited,08190591,CAD022
Academy Trust,St Wilfrid's Church of England Academy,07671404,CAD022
Academy Trust,Churchend Primary Academy Trust,07483163,CAD022
Academy Trust,St Thomas Becket Catholic Primary School,08163424,CAD022
Academy Trust,"Freeston Academy, The",07809248,CAD022
Academy Trust,The Excel Academy Partnership,07837770,CAD022
Academy Trust,St Paul's Academy,05210075,CAD022
Academy Trust,Aspire Academy Trust (Harlow),08337776,CAD022
Academy Trust,Kirk Sandall Academy Trust,08248173,CAD022
Academy Trust,Harington School Trust,09031174,CAD022
Academy Trust,King Edward VI Education Trust,09635329,CAD022
Academy Trust,Macintyre Academies,08334745,CAD022
Academy Trust,Bengeworth Multi-academy Trust,08943457,CAD022
Academy Trust,Fairfield High School,08936256,CAD022
Academy Trust,Vandyke Upper School,07700206,CAD022
Academy Trust,Venn Academy Trust,09662303,CAD022
Academy Trust,Bickleigh on Exe Church of England Primary School,07853540,CAD022
Academy Trust,Altwood Church of England School,08107655,CAD022
Academy Trust,Thamesmead School,07686145,CAD022
Academy Trust,"The City Academy, Hackney",06382192,CAD022
Academy Trust,St Cuthbert's Roman Catholic Academy Trust,09023802,CAD022
Academy Trust,St Cyprian's Greek Orthodox Primary Academy,08085808,CAD022
Academy Trust,Knole Academy Trust,07115882,CAD022
Academy Trust,Cathedral Schools Trust,06516626,CAD022
Academy Trust,Lacey Green Primary Academy,07710870,CAD022
Academy Trust,Amadeus Primary Academies  Trust,09662313,CAD022
Academy Trust,Mother Teresa Catholic Academy Trust,07728054,CAD022
Academy Trust,Hadrian Academy Trust,07824369,CAD022
Academy Trust,Signhills Academy Limited,07660690,CAD022
Academy Trust,Endeavour Academies Trust,02236171,CAD022
Academy Trust,The Learning Alliance,07538467,CAD022
Academy Trust,St Peter and St Paul Catholic Primary Academy,08938098,CAD022
Academy Trust,Lode Heath School,07687663,CAD022
Academy Trust,Bexley Business Academy Limited,04233659,CAD022
Academy Trust,"St Wilfrid's Primary School, A Catholic Voluntary Academy",08182289,CAD022
Academy Trust,Verulam School,07690125,CAD022
Academy Trust,Lady Hawkins’ School,07722445,CAD022
Academy Trust,Rickley Park Primary School,08246313,CAD022
Academy Trust,Blessed Christopher Wharton Catholic Academy Trust,09066969,CAD022
Academy Trust,Tandridge Learning Trust,08248059,CAD022
Academy Trust,Warren Farm Primary School,08055393,CAD022
Academy Trust,Lisle Marsden Church of England Primary Academy,07808707,CAD022
Academy Trust,Veritas Educational Trust,07724916,CAD022
Academy Trust,Oxford Diocesan Schools Trust,08143249,CAD022
Academy Trust,Lunesdale Learning Trust,07438425,CAD022
Academy Trust,Reid Street Primary School,07658688,CAD022
Academy Trust,St Thomas More Catholic Comprehensive School,09350239,CAD022
Academy Trust,Bishop's Hatfield Girls' School,07831507,CAD022
Academy Trust,Freemantle Church of England Community Academy,07561488,CAD022
Academy Trust,Bishopshalt School,07799811,CAD022
Academy Trust,City Education Trust,08528776,CAD022
Academy Trust,South Quay College,08111431,CAD022
Academy Trust,Victoria Academies Trust,07887796,CAD022
Academy Trust,Viewley Hill Academy,08803858,CAD022
Academy Trust,Madeley Academy Trust Limited,05978522,CAD022
Academy Trust,Clitheroe Royal Grammar School,07461173,CAD022
Academy Trust,City Learning Trust,07746561,CAD022
Academy Trust,Viking Academy Trust,09449979,CAD022
Academy Trust,Kaleidoscope Learning Trust,08604799,CAD022
Academy Trust,Clyst Vale Academy Trust,07564519,CAD022
Academy Trust,Madeley High School Academy Trust,08621160,CAD022
Academy Trust,Vector Learning Trust,07341523,CAD022
Academy Trust,Holywell Church of England Academy,08224216,CAD022
Academy Trust,Tower Hamlets Enterprise Academy Ltd,08632527,CAD022
Academy Trust,Signhills Infant Academy,07930349,CAD022
Academy Trust,Waltham Leas Primary Academy Limited,07772345,CAD022
Academy Trust,King Edward VI Five Ways School,07676490,CAD022
Academy Trust,Lady Jane Grey Primary School,08197353,CAD022
Academy Trust,"Steiner Academy, Hereford",01532445,CAD022
Academy Trust,Peterborough Diocese Education Trust,08509710,CAD022
Academy Trust,SS Simon and Jude Church of England Multi Academy Trust,08240918,CAD022
Academy Trust,Knowle Church of England Primary Academy,08437300,CAD022
Academy Trust,Harlands Educational Trust,08876009,CAD022
Academy Trust,Congleton Primary Academy Trust Limited,09024278,CAD022
Academy Trust,"Village Academy, The",07738386,CAD022
Academy Trust,Freman College,07686458,CAD022
Academy Trust,Bentley Heath Church of England Primary School,08769758,CAD022
Academy Trust,London Academy of Excellence,07643795,CAD022
Academy Trust,Glendene Arts Academy,08160730,CAD022
Academy Trust,St Thomas Aquinas Catholic Multi Academy Trust,08090890,CAD022
Academy Trust,Langley School,07693853,CAD022
Academy Trust,Walton Girls High School & Sixth Form,07552764,CAD022
Academy Trust,Witchford Village College,07772516,CAD022
Academy Trust,Dauntsey Academy Primary School,08602255,CAD022
Academy Trust,Little Acorn Trust,09207180,CAD022
Academy Trust,Kirkbie Kendal School Academy Trust,07543834,CAD022
Academy Trust,London Community Learning Trust,08336324,CAD022
Academy Trust,The Aspire Educational Trust,08689696,CAD022
Academy Trust,Middlesex Learning Trust,07445586,CAD022
Academy Trust,Fierté Multi-academy Trust,07606026,CAD022
Academy Trust,Hailey Hall Academy Trust,09691510,CAD022
Academy Trust,St. Ambrose College Edmund Rice Academy Trust,07827963,CAD022
Academy Trust,Coast Academies,07668923,CAD022
Academy Trust,Friars Multi Academy Trust,08722556,CAD022
Academy Trust,Vanguard Learning Trust,07796938,CAD022
Academy Trust,The Samworth Church Academy,06091123,CAD022
Academy Trust,Learning Schools Trust,07145434,CAD022
Academy Trust,Rickmansworth School,07563361,CAD022
Academy Trust,Mark Rutherford School Trust,08316719,CAD022
Academy Trust,The Langtree School Academy Trust Company,07980335,CAD022
Academy Trust,Scholars' Education Trust,07697132,CAD022
Academy Trust,Coastal Academies Trust,07552665,CAD022
Academy Trust,Greenholm Primary School,08146396,CAD022
Academy Trust,Withernsea Primary Academy Trust,09474500,CAD022
Academy Trust,Fairfield High School for Girls,07511610,CAD022
Academy Trust,Churchfields Academy,07728940,CAD022
Academy Trust,Lady Margaret School,08156535,CAD022
Academy Trust,Limehurst Academy,07671440,CAD022
Academy Trust,Carshalton Boys Sports College,07635432,CAD022
Academy Trust,Leigh Academies Trust,02336587,CAD022
Academy Trust,Wirral Grammar School for Boys,07734231,CAD022
Academy Trust,Interserve Academies Trust Limited,09042916,CAD022
Academy Trust,Brookvale Groby Learning Trust,08089397,CAD022
Academy Trust,Tower Multi Academy Trust,07732619,CAD022
Academy Trust,Ladygrove Park Primary School,08517429,CAD022
Academy Trust,Crosshall Junior School Limited,07363875,CAD022
Academy Trust,The Laidlaw Schools Trust,05735093,CAD022
Academy Trust,Black Country UTC,07556132,CAD022
Academy Trust,St. Anselm's College Edmund Rice Academy Trust,07638417,CAD022
Academy Trust,Birchwood Community Academy Trust,08426967,CAD022
Academy Trust,Wirral Grammar School for Girls,07695736,CAD022
Academy Trust,Wise Academies,07521946,CAD022
Academy Trust,St Philip Howard Catholic Academy Trust,09686896,CAD022
Academy Trust,Ridgeway Academy Trust,08284164,CAD022
Academy Trust,The Learning Together Trust,08561302,CAD022
Academy Trust,Lincoln Anglican Academy Trust,08737412,CAD022
Academy Trust,Wac Arts College,07949464,CAD022
Academy Trust,Lee Chapel Multi Academy Trust,07673871,CAD022
Academy Trust,The Park Federation Academy Trust,08146330,CAD022
Academy Trust,Warren Hill Academy Trust,07680435,CAD022
Academy Trust,Kingston Maurward Studio School Limited,08305242,CAD022
Academy Trust,"Lark Rise Academy Trust, Dunstable",07359630,CAD022
Academy Trust,Lincoln Christ's Hospital School,07732027,CAD022
Academy Trust,The Black Pear Trust,08922754,CAD022
Academy Trust,The Crossley Heath School Academy Trust Limited,08225755,CAD022
Academy Trust,Waddesdon Church of England School,07743646,CAD022
Academy Trust,Wadebridge School,07999988,CAD022
Academy Trust,Waingels Academies Trust,09620043,CAD022
Academy Trust,Broom Leys Primary School Academy Trust,08240680,CAD022
Academy Trust,Cobden Primary School,08387242,CAD022
Academy Trust,Bishop Luffa Learning Partnership,08749379,CAD022
Academy Trust,Haileybury Academy Trust,09659808,CAD022
Academy Trust,Churchill Academy,07687722,CAD022
Academy Trust,The Kingsdale Foundation,07407844,CAD022
Academy Trust,City of London Academies Trust,04504128,CAD022
Academy Trust,Hailsham Community College Academy Trust,08127108,CAD022
Academy Trust,Church Hill Church of England Junior School,08242856,CAD022
Academy Trust,Wakefield City Academies Trust,07462885,CAD022
Academy Trust,Bexley Grammar School,07455732,CAD022
Academy Trust,The Bentley Wood Trust,07693936,CAD022
Academy Trust,Magdalen College School Brackley Academy Trust,08316633,CAD022
Academy Trust,Excell3 Independent Schools Ltd,07654452,CAD022
Academy Trust,"St Thomas More Catholic Primary, a Voluntary Academy",09888339,CAD022
Academy Trust,Holywell Primary School,08150822,CAD022
Academy Trust,The London Oratory School,07700776,CAD022
Academy Trust,Midfield Primary School,09333163,CAD022
Academy Trust,City of London Academy Islington Limited,06426966,CAD022
Academy Trust,City of Wolverhampton Academy Trust,06969900,CAD022
Academy Trust,Cobham Free School Trust,07643477,CAD022
Academy Trust,SEN Trust Southend,07973980,CAD022
Academy Trust,Equate Education Trust,07971665,CAD022
Academy Trust,The Willow Learning Trust,07635098,CAD022
Academy Trust,Worth Primary School,08407889,CAD022
Academy Trust,Park Hall Academy,06988928,CAD022
Academy Trust,Salford Academy Trust,08115121,CAD022
Academy Trust,Latchmere Academy Trust,08135633,CAD022
Academy Trust,Pickwick Academy Trust,07557894,CAD022
Academy Trust,Diamond Hall Infant Academy,08565046,CAD022
Academy Trust,Park Hall Infant Academy,07380068,CAD022
Academy Trust,Frassati Catholic Academy Trust,08561153,CAD022
Academy Trust,The Ashley School Academy Trust,07729412,CAD022
Academy Trust,Yardley Primary School,07432995,CAD022
Academy Trust,Enhance Academy Trust,07904096,CAD022
Academy Trust,Northgate Primary School Trust,08128432,CAD022
Academy Trust,Brentford School for Girls,08286030,CAD022
Academy Trust,The Temple Learning Foundation,08816454,CAD022
Academy Trust,Pathfinder Multi Academy Trust,07559610,CAD022
Academy Trust,Hook-with-Warsash Church of England Academy,08153776,CAD022
Academy Trust,Hendon School,07803827,CAD022
Academy Trust,Henleaze Junior School,07763421,CAD022
Academy Trust,"Blyth Quays Trust, The",08428466,CAD022
Academy Trust,Tatworth Primary School,07700773,CAD022
Academy Trust,Higham Lane School,07849858,CAD022
Academy Trust,Lakelands Educational Trust,08273802,CAD022
Academy Trust,Castle Academy,08143349,CAD022
Academy Trust,Wales High School Academy Trust,07372160,CAD022
Academy Trust,Lampton School Academy Trust,07345776,CAD022
Academy Trust,Advantage Schools,07337888,CAD022
Academy Trust,Broomfield Primary School,08168510,CAD022
Academy Trust,Energy Coast UTC,07912940,CAD022
Academy Trust,Ashmole Academy Trust Ltd,07375627,CAD022
Academy Trust,The Constellation Trust,06545396,CAD022
Academy Trust,Salisbury Sixth Form College,08257461,CAD022
Academy Trust,Ashperton Primary Academy Trust,07551088,CAD022
Academy Trust,Stone Soup Learns,07217174,CAD022
Academy Trust,St John's Church of England Academy,08026134,CAD022
Academy Trust,Lincoln College Academy Trust,08238194,CAD022
Academy Trust,Amaya Trust,09155473,CAD022
Academy Trust,Attain Academy Partnership,08132067,CAD022
Academy Trust,Equitas Academies Trust,07662289,CAD022
Academy Trust,Whitefield Academy Trust,08878604,CAD022
Academy Trust,Cramlington Learning Village,07730940,CAD022
Academy Trust,Kingstone Academy Trust,07681857,CAD022
Academy Trust,Woodrush High School An Academy for Students Aged 11-18 Ltd,07677510,CAD022
Academy Trust,Neasden Primary School,08682479,CAD022
Academy Trust,Ambitions Academies Trust,07977940,CAD022
Academy Trust,Upton Hall School FCJ,07952451,CAD022
Academy Trust,Eagley Infant School,07986805,CAD022
Academy Trust,Brockhill Park Performing Arts College,07715043,CAD022
Academy Trust,Highams Park Academy Trust,07738801,CAD022
Academy Trust,Highcliffe School,07631213,CAD022
Academy Trust,The Highcrest Academy,07633379,CAD022
Academy Trust,Staunton and Corse C of E Academy,07701954,CAD022
Academy Trust,Launceston College,08150106,CAD022
Academy Trust,Church Hill Infant School,08183463,CAD022
Academy Trust,Ambleside Primary School,08246275,CAD022
Academy Trust,Amersham School,07662135,CAD022
Academy Trust,Star Academies,07353849,CAD022
Academy Trust,Hurstmere School,07654127,CAD022
Academy Trust,Priestlands School,07695684,CAD022
Academy Trust,Urmston Grammar,07335020,CAD022
Academy Trust,Lincoln UTC,07898536,CAD022
Academy Trust,The Diocese of Sheffield Academies Trust,08745639,CAD022
Academy Trust,Kensington Aldridge Academy,07702460,CAD022
Academy Trust,STEM Academy Education Trust,07952115,CAD022
Academy Trust,Kent Catholic Schools' Partnership,08176019,CAD022
Academy Trust,Wigmore School,07466409,CAD022
Academy Trust,Stone with Woodford C of E Primary School,08576916,CAD022
Academy Trust,New Generation Schools Trust,07963778,CAD022
Academy Trust,St David's Church of England Primary Academy,08322707,CAD022
Academy Trust,Hurworth Primary School,08028292,CAD022
Academy Trust,The Market Bosworth School,08028789,CAD022
Academy Trust,Bristol and South Gloucestershire UTC,07638089,CAD022
Academy Trust,The Burgate School and Sixth Form,07596997,CAD022
Academy Trust,Hatch End High School,07690395,CAD022
Academy Trust,QEGSMAT,07698914,CAD022
Academy Trust,R A Butler Junior School,07403361,CAD022
Academy Trust,Scholars Academy Trust,08515149,CAD022
Academy Trust,Ibstock Community College,08135574,CAD022
Academy Trust,North West Academies Trust Limited,08852553,CAD022
Academy Trust,"Education Fellowship Trust, The",07848783,CAD022
Academy Trust,Rodborough,07694358,CAD022
Academy Trust,Fusion Schools Trust,08663011,CAD022
Academy Trust,Newstead Wood School,07557883,CAD022
Academy Trust,Amery Hill School Academy Trust,07760509,CAD022
Academy Trust,Yardleys School,08496504,CAD022
Academy Trust,Biscovey Academy,07849630,CAD022
Academy Trust,Broughton Academy,07754698,CAD022
Academy Trust,Edith Stein Catholic Academy Trust,07721932,CAD022
Academy Trust,Lion Academy Trust,08171341,CAD022
Academy Trust,The Blessed Edward Bamber Catholic Multi Academy Trust,09111449,CAD022
Academy Trust,Market Harborough Church of England Academy Trust,09123741,CAD022
Academy Trust,Amherst School (Academy) Trust,07517121,CAD022
Academy Trust,Broughton Jewish Cassel Fox,08133686,CAD022
Academy Trust,The Leeds Jewish Free School,07647432,CAD022
Academy Trust,"King Edward VI Grammar School, Chelmsford",07563345,CAD022
Academy Trust,Luddendenfoot Academy,07835777,CAD022
Academy Trust,Luddenham School,07974434,CAD022
Academy Trust,Wootton Academy Trust,07740758,CAD022
Academy Trust,"Raleigh School, The",07686515,CAD022
Academy Trust,Temple Grove Academy Trust,08309965,CAD022
Academy Trust,The GORSE Academies Trust,07465701,CAD022
Academy Trust,Batley Academy Trust,07509409,CAD022
Academy Trust,Hillstone Primary School,09108745,CAD022
Academy Trust,The Mercian Trust,07611347,CAD022
Academy Trust,An Daras Multi Academy Trust,08156955,CAD022
Academy Trust,Chipping Campden School,07680770,CAD022
Academy Trust,Tiffin School,07547311,CAD022
Academy Trust,Woodlands Academy of Learning,08077289,CAD022
Academy Trust,Long Field Education Trust,08162766,CAD022
Academy Trust,The Waldegrave Trust,08130508,CAD022
Academy Trust,Hutton All Saints' Church of England Primary Trust,07848566,CAD022
Academy Trust,Anglo European Academy Trust,07846848,CAD022
Academy Trust,Barton Court Academy Trust,07711925,CAD022
Academy Trust,Keskowethyans Multi Academy Trust,08872161,CAD022
Academy Trust,Telford Co-operative Multi Academy Trust,08447216,CAD022
Academy Trust,"St Aldhelm's Academy, The",06959707,CAD022
Academy Trust,Clapton Girls' Academy Trust,07698419,CAD022
Academy Trust,Hertswood Academy,07992852,CAD022
Academy Trust,Rayleigh Schools Trust,08401607,CAD022
Academy Trust,Be the Change Multi Academy Trust,07796829,CAD022
Academy Trust,Enfield Grammar School,07697044,CAD022
Academy Trust,Team Multi-academy Trust,08110847,CAD022
Academy Trust,Lees Brook Community School,07731277,CAD022
Academy Trust,Ludgvan School,07716479,CAD022
Academy Trust,Stonebow Primary School,08353034,CAD022
Academy Trust,Woodford Valley Church of England Primary Academy,08056328,CAD022
Academy Trust,Fennwood Academy Trust,08763832,CAD022
Academy Trust,Red House Academy,06277270,CAD022
Academy Trust,Whitefield School,07697281,CAD022
Academy Trust,Ruislip High School,08919697,CAD022
Academy Trust,Osborne Co-Operative Academy Trust,07703865,CAD022
Academy Trust,New Hall Multi Academy Trust,08643881,CAD022
Academy Trust,C.A.T One Limited,08097258,CAD022
Academy Trust,The Pathway Academy Trust,09782388,CAD022
Academy Trust,St Christophers Academy (Dunstable),07890613,CAD022
Academy Trust,Cheltenham Bournside School and Sixth Form Centre,07524244,CAD022
Academy Trust,Delta Academies Trust,07386086,CAD022
Academy Trust,Ridgeway Primary Academy,08041206,CAD022
Academy Trust,Swift Academies,07533271,CAD022
Academy Trust,Legra Academy Trust,08066610,CAD022
Academy Trust,Neston High School,08100578,CAD022
Academy Trust,Swale Academies Trust,07344732,CAD022
Academy Trust,The Kirkstead Education Trust,08977173,CAD022
Academy Trust,The Laurus Trust,07907463,CAD022
Academy Trust,Oakwood Park Grammar School,07584611,CAD022
Academy Trust,Salopia Catholic Schools Trust,09646093,CAD022
Academy Trust,Heathrow Aviation Engineering UTC,07510578,CAD022
Academy Trust,Ursula Taylor Church of England School,08606536,CAD022
Academy Trust,Kenton Schools Academy Trust,07964133,CAD022
Academy Trust,Our Lady of Fatima Catholic Multi Academy Trust,07696069,CAD022
Academy Trust,"Diocese of Chelmsford Sower Schools Trust, The",08709656,CAD022
Academy Trust,Bishop of Rochester Academy,07025097,CAD022
Academy Trust,Montacute School,07724780,CAD022
Academy Trust,St Dominic's Catholic Primary School,07727826,CAD022
Academy Trust,Barnfield Studio School,07327343,CAD022
Academy Trust,University Of Lincoln Academy Trust,07647805,CAD022
Academy Trust,Denefield School,07852122,CAD022
Academy Trust,St Agatha's Catholic Primary School,07907633,CAD022
Academy Trust,Erasmus Darwin Academy,07669035,CAD022
Academy Trust,Middlesex Learning Partnership,07719016,CAD022
Academy Trust,The Midland Academies Trust,07191874,CAD022
Academy Trust,Ashton West End Primary Academy,09388819,CAD022
Academy Trust,Gorse Hill School,07993890,CAD022
Academy Trust,"Petersfield School, The",07640386,CAD022
Academy Trust,The Gainsborough Parish Church CE Primary School Ltd,08166270,CAD022
Academy Trust,"Ann Harris Academy Trust, The",08741949,CAD022
Academy Trust,Harlow Inspirational Learning Trust,09791050,CAD022
Academy Trust,Staffordshire University Academies Trust,07704020,CAD022
Academy Trust,Staindrop School,07695172,CAD022
Academy Trust,Education for the 21st Century,07559170,CAD022
Academy Trust,Ansford Academy Trust,07657806,CAD022
Academy Trust,South East Cornwall Multi Academy Regional Trust,07542166,CAD022
Academy Trust,The Smallwood Academy Trust,09118770,CAD022
Academy Trust,AIM Academies Trust,04389132,CAD022
Academy Trust,The Ursuline Academy Ilford,07737159,CAD022
Academy Trust,Leading Edge Academies Partnership,07657923,CAD022
Academy Trust,Red Kite Learning Trust,07523507,CAD022
Academy Trust,St Bede's RC Primary School,08085993,CAD022
Academy Trust,The Stour Academy Trust,08179242,CAD022
Academy Trust,Manchester Creative Studio,08339878,CAD022
Academy Trust,Woodside High School,07831292,CAD022
Academy Trust,Bright Futures Educational Trust,07695771,CAD022
Academy Trust,Lincolnshire Wolds Community Trust,09691946,CAD022
Academy Trust,"St George's Church of England Academy, Newtown",08328369,CAD022
Academy Trust,Chenderit School Academy Trust,07900254,CAD022
Academy Trust,The Diocese of Chelmsford Vine Schools Trust,08709542,CAD022
Academy Trust,Roger Ascham Primary School,07453918,CAD022
Academy Trust,UTC Oxfordshire Trust,08296556,CAD022
Academy Trust,The Broxbourne School,07447497,CAD022
Academy Trust,Lionheart Educational Trust,08473899,CAD022
Academy Trust,Learning Academy Partnership (South West),07713540,CAD022
Academy Trust,The Ted Wragg Multi Academy Trust,08545109,CAD022
Academy Trust,Theale Green School Trust,08644023,CAD022
Academy Trust,Redborne Upper School and Community College,07566436,CAD022
Academy Trust,St Christopher's C of E (Primary) Multi Academy Trust,08538844,CAD022
Academy Trust,Hilltop Junior School,07711826,CAD022
Academy Trust,Cambridge Primary Education Trust,08304433,CAD022
Academy Trust,Swindon UTC,07941864,CAD022
Academy Trust,The Diamond Learning Partnership Trust,08062508,CAD022
Academy Trust,Christ the King Catholic Collegiate,08933913,CAD022
Academy Trust,Sharnbrook Academy Federation,07500018,CAD022
Academy Trust,"King James I Academy, Bishop Auckland Limited",07638979,CAD022
Academy Trust,Midsomer Norton Schools Partnership,07365778,CAD022
Academy Trust,Equa Multi Academy Trust,07452837,CAD022
Academy Trust,King Edward VI Handsworth School,07656363,CAD022
Academy Trust,Redby Primary Academy,07715668,CAD022
Academy Trust,"SchoolsCompany Trust, The",08304460,CAD022
Academy Trust,Heckmondwike Grammar School Academy Trust,07348329,CAD022
Academy Trust,Hedingham School and Sixth Form,08330173,CAD022
Academy Trust,"Every Child, Every Day Academy Trust",08185432,CAD022
Academy Trust,Yarm (No2) Limited,08844604,CAD022
Academy Trust,"Learning Alliance Academy Trust, The",07703829,CAD022
Academy Trust,Derby Diocesan Academy Trust 2,09442311,CAD022
Academy Trust,The Collaborative Academies Trust,08168307,CAD022
Academy Trust,The Bishop of Winchester Academy Trust,07034121,CAD022
Academy Trust,I-Trust Education,07559439,CAD022
Academy Trust,New Haw Community School,08718489,CAD022
Academy Trust,Redcar Academy - A Community School for For the Performing and Visual Arts,08281046,CAD022
Academy Trust,Wessex Learning Trust,07348580,CAD022
Academy Trust,Mid-Trent Multi Academy Trust,09878928,CAD022
Academy Trust,Parkside Federation Academies,07557831,CAD022
Academy Trust,Witton Park Academy Trust,08941338,CAD022
Academy Trust,Apollo Schools Trust,08641815,CAD022
Academy Trust,Appleby Grammar School,07698461,CAD022
Academy Trust,Holy Trinity School Academy Trust,07953354,CAD022
Academy Trust,Odyssey Educational Trust,08612100,CAD022
Academy Trust,Ganton School,09349673,CAD022
Academy Trust,The Kents Hill Infant Academy Trust,07705363,CAD022
Academy Trust,Garstang Community Academy Trust,07706760,CAD022
Academy Trust,Ormesby School Academy Trust,08171219,CAD022
Academy Trust,Highdown School and Sixth Form Centre,07398941,CAD022
Academy Trust,Swallowdale Primary School,08383047,CAD022
Academy Trust,NET Academies Trust,08221088,CAD022
Academy Trust,Huttoft Primary & Nursery School,08177181,CAD022
Academy Trust,Holy Family Academy Trust,08954620,CAD022
Academy Trust,Argent Trust,09646939,CAD022
Academy Trust,Biddick Academy Trust,08521080,CAD022
Academy Trust,Highfield Infants' School,08632733,CAD022
Academy Trust,Learning For Life Education Trust,09470229,CAD022
Academy Trust,St Columba's Catholic Boys' School,08088957,CAD022
Academy Trust,Salterlee Academy Trust Limited,07712946,CAD022
Academy Trust,Pen Mill Infant and Nursery Academy,08210466,CAD022
Academy Trust,The Heights Primary School,08334593,CAD022
Academy Trust,Loughton School,08565187,CAD022
Academy Trust,West Coventry Academy,07654273,CAD022
Academy Trust,Lawrence Sheriff School Academy Trust,08963659,CAD022
Academy Trust,New Islington Free School,07937849,CAD022
Academy Trust,Oak Multi Academy Trust,07695364,CAD022
Academy Trust,Maplefields Academy,08068464,CAD022
Academy Trust,The Corsham School Academy Group,07550425,CAD022
Academy Trust,Yorkshire and Humberside Co-operative Academies Trust,09332738,CAD022
Academy Trust,Eagley Junior School,07986218,CAD022
Academy Trust,Temple Ewell Church of England Primary School,08574691,CAD022
Academy Trust,Oasis Community Learning,05398529,CAD022
Academy Trust,The Three Saints Academy Trust,09626002,CAD022
Academy Trust,Hatfield Community Free School,07648654,CAD022
Academy Trust,Yavneh College Academy Trust,07643712,CAD022
Academy Trust,1Excellence Multi Academy Trust,10817580,
Academy Trust,Ad Meliora Academy Trust,10270029,
Academy Trust,Advantage Multi Academy Trust,10969334,
Academy Trust,Affinity Multi Academy Trust,08117759,
Academy Trust,Agate Momentum Trust,11077761,
Academy Trust,Agora Learning Partnership,10290954,
Academy Trust,Alexandra Academy Trust,09978459,
Academy Trust,All Saints Academy Trust,11093899,
Academy Trust,All Saints Schools Trust,11216388,
Academy Trust,Alternative Learning Trust,11788031,
Academy Trust,Altus Education Partnership,10578239,
Academy Trust,Alumnis Multi-Academy Trust,11409631,
Academy Trust,Alvechurch C of E Multi-academy Trust,10377400,
Academy Trust,AP Barnet Multi-academy Trust Ltd,10711125,
Academy Trust,ARBOR Academy Trust,10234376,
Academy Trust,Aspire Schools,10385281,
Academy Trust,Aston Tower Multi-academy Trust,10034419,
Academy Trust,Astrum Multi Academy Trust,10818052,
Academy Trust,Attenborough Learning Trust,11307648,
Academy Trust,Attigo Academy trust,11420376,
Academy Trust,Barnet Special Education Trust,10034425,
Academy Trust,Base Academy Trust,10227910,
Academy Trust,Beacon of Light School,09249132,
Academy Trust,Bedford College Academies Trust Ltd,07652552,
Academy Trust,Believe Engage Succeed Trust,10025988,
Academy Trust,Berkshire Schools Trust,10052450,
Academy Trust,Berlesduna Academy Trust,10267656,
Academy Trust,Better Futures Multi-Academy Trust,10817914,
Academy Trust,Birmingham Diocesan Multi-Academy Trust,10729883,
Academy Trust,Blessed Holy Family Catholic Academy Trust,11830753,
Academy Trust,Bolder Academy Trust,08932893,
Academy Trust,Boleyn Trust,10488603,
Academy Trust,Bolton and Farnworth Church of England Primary Multi Academy Trust,10261477,
Academy Trust,Bosco Catholic Education Trust,10573272,
Academy Trust,Brent Specialist Academy Trust,10027322,
Academy Trust,Brightwells Academy Trust,10289425,
Academy Trust,Britannia Education Trust,10689559,
Academy Trust,Bronte Academy Trust,10201636,
Academy Trust,Brunel Sen Multi Academy Trust,10074054,
Academy Trust,Callywith College Trust,09802491,
Academy Trust,Canterbury Cross Education Trust,10509300,
Academy Trust,Carlton Academy Trust,11963458,
Academy Trust,Castleman Academy Trust,09101036,
Academy Trust,Central Academies Trust Limited,10011570,
Academy Trust,Central Co-Operative Learning Trust,10973765,
Academy Trust,Central Shropshire Academy Trust,11552742,
Academy Trust,Champion Education Trust,11630363,
Academy Trust,Chancery Multi Academy Trust,11024808,
Academy Trust,Changing Lives in Collaboration,09748195,
Academy Trust,Chatsworth Multi Academy Trust,10167860,
Academy Trust,Children First Academy Trust,11834165,
Academy Trust,Children First Learning Partnership,11716066,
Academy Trust,Chiltern Way Academy Trust,10004115,
Academy Trust,Christ Church Church of England Multi Academy Trust,10762038,
Academy Trust,COAST AND VALE LEARNING TRUST,10265276,
Academy Trust,Codsall Multi Academy Trust,10204653,
Academy Trust,Community Schools Trust,10337377,
Academy Trust,Concordia Multi Academy Trust,10377160,
Academy Trust,Connect Academy Trust,10192252,
Academy Trust,Co-operative Education East,10365323,
Academy Trust,Coppice Primary Partnership,11442865,
Academy Trust,Corvus Education Trust,10523505,
Academy Trust,Create Learning Trust,11727632,
Academy Trust,Create Partnership Trust,10318212,
Academy Trust,Crofty Multi Academy Trust,10354924,
Academy Trust,Cromwell Learning Community Academy Trust,10465397,
Academy Trust,Cumbria Academy for Autism,09481079,
Academy Trust,Dartmoor Multi Academy Trust,11075564,
Academy Trust,Deal Education Alliance For Learning Trust,11632519,
Academy Trust,Desborough College Academy Trust,11281798,
