Type,Entity,Company Number,OSCAR CPID
Academy Trust,Aces Academies Trust,07732319,CAD022
Academy Trust,Denton West End Primary School,07929335,CAD022
Academy Trust,Hitchin Boys' School,08286295,CAD022
Academy Trust,HLHS Academy Trust Limited,07657998,CAD022
Academy Trust,Clarion Academy Trust,08347874,CAD022
Academy Trust,Hockerill Anglo-European College Ltd.,07488870,CAD022
Academy Trust,The Derwent Trust,09648418,CAD022
Academy Trust,The University of Kent Academies Trust,07185018,CAD022
Academy Trust,Holland Park School,08588099,CAD022
Academy Trust,Little Gonerby Church of England Infant School Academy Trust,08210494,CAD022
Academy Trust,Acer Learning Trust,08158718,CAD022
Academy Trust,"Eastbourne Academy, The",07181660,CAD022
Academy Trust,"Holly Hall Academy, The",07673775,CAD022
Academy Trust,Hollingworth Learning Trust,08314692,CAD022
Academy Trust,"Hollyfield School, The",07794825,CAD022
Academy Trust,Chiddingstone Church of England School,07800664,CAD022
Academy Trust,Holmes Chapel Comprehensive School & Sixth Form College,07711928,CAD022
Academy Trust,Holmes Chapel Primary School,08587865,CAD022
Academy Trust,Holy Family Catholic Academy,08623002,CAD022
Academy Trust,Holy Family Catholic Academy Trust,08155184,CAD022
Academy Trust,The Holt School,07661205,CAD022
Academy Trust,Holy Family Catholic Multi Academy Trust,08269066,CAD022
Academy Trust,Holy Family Catholic Primary and Nursery School,08139885,CAD022
Academy Trust,The Romero Catholic Academy,09702162,CAD022
Academy Trust,Pokesdown Community Primary School,08425359,CAD022
Academy Trust,The Holy Family of Nazareth Catholic Academy Trust,08307881,CAD022
Academy Trust,King Alfred Trust,08853971,CAD022
Academy Trust,Holy Innocents Catholic Primary School,09483921,CAD022
Academy Trust,Holy Rood Catholic Primary School,07697045,CAD022
Academy Trust,Dragonfly Education Trust,07728482,CAD022
Academy Trust,S. Peter's Collegiate Church of England Academy Trust,08172888,CAD022
Academy Trust,Drapers' Multi-academy Trust,07035556,CAD022
Academy Trust,Acorn Education Trust,07654902,CAD022
Academy Trust,REACH2Hertfordshire Academy Trust,08180192,CAD022
Academy Trust,Holy Trinity Church of England Academy,08045401,CAD022
Academy Trust,Holy Trinity Church of England Academy (South Shields) Trust,09098446,CAD022
Academy Trust,Thomas Knyvett College,07597306,CAD022
Academy Trust,Holy Trinity Church of England Primary Academy,07743627,CAD022
Academy Trust,"Queen Elizabeth's Grammar, Alford - A Selective Academy Limited",07388635,CAD022
Academy Trust,Tenterden Schools Trust,07736448,CAD022
Academy Trust,Honeybourne First School Academy,08496781,CAD022
Academy Trust,Honiton Community College Academy Trust,07665387,CAD022
Academy Trust,Honiton Littletown Primary Academy Trust,07851471,CAD022
Academy Trust,Honywood Community Science School,07592309,CAD022
Academy Trust,"Hope Learning Trust, York",07559537,CAD022
Academy Trust,Ormiston Academies Trust,06982127,CAD022
Academy Trust,Ormiston Bolingbroke Academy Trust,07349394,CAD022
Academy Trust,Plantsbrook Learning Trust,07655702,CAD022
Academy Trust,Hope Valley College,07697177,CAD022
Academy Trust,Horbury Academy Trust,08139427,CAD022
Academy Trust,Horizons Specialist Academy Trust,08608287,CAD022
Academy Trust,Hornbeam Academy Trust,08153765,CAD022
Academy Trust,Horrington Primary School,08441991,CAD022
Academy Trust,Acorn Multi Academy Trust,09253218,CAD022
Academy Trust,The Swan Trust,08622047,CAD022
Academy Trust,Horsforth School,07849654,CAD022
Academy Trust,Hotwells Primary School Trust,08920557,CAD022
Academy Trust,Learning Matters Trust Ltd.,07693870,CAD022
Academy Trust,Fir Vale School Academy Trust,08090074,CAD022
Academy Trust,Castleford Academy Trust,07547039,CAD022
Academy Trust,Walsall City Academy Trust,04251277,CAD022
Academy Trust,Wise Owl Trust,08053288,CAD022
Academy Trust,Hounsdown School,07687770,CAD022
Academy Trust,The Howard Academy Trust,09175427,CAD022
Academy Trust,Apollo Academies Trust,09280654,CAD022
Academy Trust,The Howard Partnership Trust,07597068,CAD022
Academy Trust,Hcat,08654591,CAD022
Academy Trust,HTI Multi Academy Trust,08291981,CAD022
Academy Trust,The Huish Academy Trust,08756412,CAD022
Academy Trust,Huish Episcopi Academy,07341553,CAD022
Academy Trust,Hull Collaborative Academy Trust,08542806,CAD022
Academy Trust,Horizon Multi Academy Trust,08084557,CAD022
Academy Trust,Templer Academy Schools Trust,07518252,CAD022
Academy Trust,Plympton Academy,07561356,CAD022
Academy Trust,Icknield High School,07831395,CAD022
Academy Trust,Idsall School,08976748,CAD022
Academy Trust,The McAuley Catholic High School,08936511,CAD022
Academy Trust,The Mead Academy Trust,08024396,CAD022
Academy Trust,Testwood School,07703800,CAD022
Academy Trust,Immaculate Conception Academy Trust,09269589,CAD022
Academy Trust,West Park School,07560177,CAD022
Academy Trust,Eastern Learning Alliance,07899393,CAD022
Academy Trust,NLT Academies Trust,09487147,CAD022
Academy Trust,Independent Jewish Day School,07718480,CAD022
Academy Trust,Infinity Academies Trust,08358124,CAD022
Academy Trust,Innovate Multi Academy Trust,09071405,CAD022
Academy Trust,Coombe Academy Trust,07905433,CAD022
Academy Trust,Wade Deacon Trust,08278808,CAD022
Academy Trust,Synaptic Trust,07588104,CAD022
Academy Trust,"Inspiration Learning Co, The",08333589,CAD022
Academy Trust,Inspiration Trust,08179349,CAD022
Academy Trust,Inspirational Futures Trust,08329993,CAD022
Academy Trust,Inspire Academy Trust,07781921,CAD022
Academy Trust,Westfield Academy Trust,07664348,CAD022
Academy Trust,Inspire Education Trust,09728614,CAD022
Academy Trust,Inspire Learning Partnership,09202445,CAD022
Academy Trust,Inspire Multi Academy Trust,08287012,CAD022
Academy Trust,The Inspire Multi Academy Trust (South West),09916360,CAD022
Academy Trust,Inspired Learning Multi Academy Trust,09692208,CAD022
Academy Trust,Learning in Harmony Multi Academy Trust,09148738,CAD022
Academy Trust,Inspiring Futures Through Learning,07698904,CAD022
Academy Trust,Invenio Academy,07697136,CAD022
Academy Trust,Invictus Education Trust,09284368,CAD022
Academy Trust,REACH2Kent Academy Trust,08451749,CAD022
Academy Trust,The Sea View Trust,08597962,CAD022
Academy Trust,Creating Tomorrow Multi Academy Trust,09392862,CAD022
Academy Trust,Cavendish Education Trust,08135372,CAD022
Academy Trust,Westcountry Schools Trust,07398467,CAD022
Academy Trust,Grove Wood Academy Trust,09068218,CAD022
Academy Trust,The Griffin Schools Trust,07893665,CAD022
Academy Trust,James Brindley School,07844694,CAD022
Academy Trust,Tudhoe Learning Trust,08270151,CAD022
Academy Trust,The Hazeley Academy,07611275,CAD022
Academy Trust,Bodmin College,07459742,CAD022
Academy Trust,The Sabden Multi Academy Trust,09611796,CAD022
Academy Trust,REACH2Maritime Academy Trust,07739392,CAD022
Academy Trust,Omnia Learning Trust,08346116,CAD022
Academy Trust,The JCB Academy Trust,06346630,CAD022
Academy Trust,"Wulfrun Academies Trust, The",08881720,CAD022
Academy Trust,Jefferys Education Trust,07690473,CAD022
Academy Trust,Jerry Clay Academy,07688230,CAD022
Academy Trust,JHS Academy Trust,08196566,CAD022
Academy Trust,The John Bentley School,07807398,CAD022
Academy Trust,Wycombe High School Academies Trust,07597324,CAD022
Academy Trust,Appleton Primary School,08682513,CAD022
Academy Trust,"Meadow Community Primary School Academy Trust, The",08049033,CAD022
Academy Trust,Beddington Park Academy Trust,09498825,CAD022
Academy Trust,Bede Academy,05975733,CAD022
Academy Trust,Harden Primary School,08610504,CAD022
Academy Trust,Heart Academies Trust,06969741,CAD022
Academy Trust,Hardenhuish School Limited,07344277,CAD022
Academy Trust,The BRIT School Limited,02369239,CAD022
Academy Trust,John Cleveland College,08073889,CAD022
Academy Trust,John Colet School,07633408,CAD022
Academy Trust,Communitas Education Trust,08791046,CAD022
Academy Trust,John Hampden Grammar School,07638999,CAD022
Academy Trust,Wolverhampton Sangat Education Trust,07954649,CAD022
Academy Trust,The Epsilon Star Trust,07804282,CAD022
Academy Trust,Kesteven and Grantham Girls' School Academy Trust,08133675,CAD022
Academy Trust,Kesteven and Sleaford Academy Trust,07804308,CAD022
Academy Trust,Keswick School Multi Academy Trust,07664297,CAD022
Academy Trust,The Commonweal School,07682819,CAD022
Academy Trust,Burnley Road Academy,07733200,CAD022
Academy Trust,The Khalsa Academies Trust Limited,07549443,CAD022
Academy Trust,Kidgate Primary Academy,08151355,CAD022
Academy Trust,Cascade Multi Academy Trust,09913676,CAD022
Academy Trust,KIF SA Limited,07306631,CAD022
Academy Trust,Tudor Court Primary Academy Trust,09071607,CAD022
Academy Trust,Kilton Thorpe Specialist Academy,08299166,CAD022
Academy Trust,George Dixon Academy,08173271,CAD022
Academy Trust,Polam Hall Educational Trust,08829554,CAD022
Academy Trust,Peak Multi Academy Trust,07430289,CAD022
Academy Trust,Huxlow Science College,07982740,CAD022
Academy Trust,"Kimberley School, The",08158732,CAD022
Academy Trust,De La Salle Academy Trust,07466889,CAD022
Academy Trust,Focus Academy Trust (UK) Ltd,08071176,CAD022
Academy Trust,Accord Multi Academy Trust,07484308,CAD022
Academy Trust,Growth in Learning Trust,08107672,CAD022
Academy Trust,The King David High School,07716057,CAD022
Academy Trust,The King David Primary School,08424154,CAD022
Academy Trust,The King Edmund School,07633375,CAD022
Academy Trust,King Edward VI Aston School,07656224,CAD022
Academy Trust,Meadowdale Academy,07987239,CAD022
Academy Trust,King Edward VI Camp Hill School for Boys,07656262,CAD022
Academy Trust,King Edward's Stourbridge Academy Trust,09361342,CAD022
Academy Trust,King Ina Church of England Academy,08120037,CAD022
Academy Trust,Leighton Academy,08500778,CAD022
Academy Trust,"Nethersole Church of England Academy, The",08309048,CAD022
Academy Trust,King James's School,08164889,CAD022
Academy Trust,King William Street CE Primary School,08117139,CAD022
Academy Trust,"The King's (The Cathedral) School, Peterborough",07464058,CAD022
Academy Trust,"King's Academy, The",04418245,CAD022
Academy Trust,Shireland Collegiate Academy Trust,06336693,CAD022
Academy Trust,The Gryphon Trust,07546874,CAD022
Academy Trust,King's College London Maths School Trust,08475184,CAD022
Academy Trust,The King's School Ottery St Mary,07560660,CAD022
Academy Trust,Elston Hall Learning Trust,09780473,CAD022
Academy Trust,Kingsbury High School,07819872,CAD022
Academy Trust,Avanti Schools Trust,07506598,CAD022
Academy Trust,Woodchurch High School,07775671,CAD022
Academy Trust,Hele's Trust,07561217,CAD022
Academy Trust,Longfield Academy Trust,07700556,CAD022
Academy Trust,Longdean School,07695624,CAD022
Academy Trust,Lound Academy Trust,08550854,CAD022
Academy Trust,Lent Rise School,09801986,CAD022
Academy Trust,Ludlow Infant Academy,08152049,CAD022
Academy Trust,The Park Academies Trust,07694023,CAD022
Academy Trust,Ludlow Junior School,08291623,CAD022
Academy Trust,Lugwardine Primary Academy Trust,07988355,CAD022
Academy Trust,Waterton Academy Trust,09124782,CAD022
Academy Trust,Lumen Christi Catholic Multi Academy Company,09471525,CAD022
Academy Trust,Lumen Learning Trust,08670599,CAD022
Academy Trust,The Lutterworth Academies Trust,08038063,CAD022
Academy Trust,Lutterworth High School Academy Trust,07687235,CAD022
Academy Trust,LWS Academy Trust,08915981,CAD022
Academy Trust,Lydiate Learning Trust,07732559,CAD022
Academy Trust,Lymm High School,08171068,CAD022
Academy Trust,Lyndhurst Junior School (Academy),08441780,CAD022
Academy Trust,Sabres Educational Trust,07432586,CAD022
Academy Trust,The Brookfield School Ltd,09136556,CAD022
Academy Trust,Maghull High School,07767222,CAD022
Academy Trust,Maharishi School Trust Ltd,01902341,CAD022
Academy Trust,Maiden Beech Academy Trust,07706667,CAD022
Academy Trust,Stockport Technical School,07962246,CAD022
Academy Trust,"High Arcal School Academy Trust, The",07817806,CAD022
Academy Trust,Maiden Erlegh Trust,07548754,CAD022
Academy Trust,The Malcolm Sargent Primary School,07838151,CAD022
Academy Trust,West Nottinghamshire Educational Trust,08337041,CAD022
Academy Trust,Endeavour Academy Trust,08245853,CAD022
Academy Trust,Maltby Learning Trust,07033915,CAD022
Academy Trust,"Maltings Learning Trust Limited, The",08353051,CAD022
Academy Trust,Flegg Education Academy Trust,08142724,CAD022
Academy Trust,The Altius Trust,06740940,CAD022
Academy Trust,The Gallery Trust,08334718,CAD022
Academy Trust,Manchester Health Academy,06735003,CAD022
Academy Trust,Manningtree High School,07883446,CAD022
Academy Trust,"Manor Academy Trust, The",07685991,CAD022
Academy Trust,Nene Education Trust,07816548,CAD022
Academy Trust,Manor Leas Infant School,08041135,CAD022
Academy Trust,Manor Leas Junior Academy,08432565,CAD022
Academy Trust,Tudor Grange Academies Trust,07365748,CAD022
Academy Trust,Manor Multi Academy Trust,09323792,CAD022
Academy Trust,The Maplesden Noakes School,07898331,CAD022
Academy Trust,March 2016 Limited,06888873,CAD022
Academy Trust,Meadowdale Primary Academy,08061303,CAD022
Academy Trust,Lanesend Primary,09154494,CAD022
Academy Trust,Horizons Education Trust,09896071,CAD022
Academy Trust,"Matthew Arnold School, The",07849259,CAD022
Academy Trust,Arnold Academy,07670723,CAD022
Academy Trust,The Marsh Academy,06202969,CAD022
Academy Trust,Lindley Junior School,07727564,CAD022
Academy Trust,Malmesbury C of E Primary School,08483768,CAD022
Academy Trust,Martham Primary & Nursery School Trust,07437149,CAD022
Academy Trust,Martin High School,07877078,CAD022
Academy Trust,Marylebone School Ltd,08339142,CAD022
Academy Trust,Mascalls School,07661096,CAD022
Academy Trust,Matchborough First School Academy,08741704,CAD022
Academy Trust,LDBS Academies Trust,08182235,CAD022
Academy Trust,Epworth Education Trust,08638158,CAD022
Academy Trust,Matrix Academy Trust,07654219,CAD022
Academy Trust,Stanborough School,07900439,CAD022
Academy Trust,Humber Education Trust,08682547,CAD022
Academy Trust,Meadowhead School Academy Trust,07933749,CAD022
Academy Trust,Measham Church of England Primary School Academy Trust,08270314,CAD022
Academy Trust,Milford-on-Sea Church of England Primary School Academy Trust,08612061,CAD022
Academy Trust,The Mill Academy,08060721,CAD022
Academy Trust,Mill Hill County High School,07713287,CAD022
Academy Trust,Millbrook Primary School,08713217,CAD022
Academy Trust,Millfield Community Academy Trust,07705438,CAD022
Academy Trust,"Aquinas Catholic Academy Trust, The",08901256,CAD022
Academy Trust,Milton Keynes Academy Trust,06192615,CAD022
Academy Trust,Milton Keynes Education Trust,07663689,CAD022
Academy Trust,"Mosley Academy, The",08234858,CAD022
Academy Trust,Bullers Wood Multi Academy Trust,07588418,CAD022
Academy Trust,Humberston Park Special School,07685660,CAD022
Academy Trust,Future Schools Trust,06272751,CAD022
Academy Trust,Victorious Academies Trust,09323071,CAD022
Academy Trust,Lowbrook Academy Trust,07533254,CAD022
Academy Trust,The Minerva Learning Trust (Dorset),08561222,CAD022
Academy Trust,Minsthorpe Academy Trust,07635467,CAD022
Academy Trust,Mitton Manor Primary Academy,08792831,CAD022
Academy Trust,Activate Learning Education Trust,08707909,CAD022
Academy Trust,Takely Education Trust,09451372,CAD022
Academy Trust,Montgomery High School,07984008,CAD022
Academy Trust,Tudor Grange Academy Worcester Trust,06924496,CAD022
Academy Trust,The Hamblin Education Trust,07484717,CAD022
Academy Trust,Pathfinder Schools,07670511,CAD022
Academy Trust,Wyedean School and Sixth Form Centre,07735863,CAD022
Academy Trust,South Pennine Academies,07599308,CAD022
Academy Trust,"The John Wallis Church of England Academy, Ashford",07006159,CAD022
Academy Trust,Nottingham University Samworth Academies Trust,06221293,CAD022
Academy Trust,Stoke Bishop Church of England Primary School,08422944,CAD022
Academy Trust,Moordown St John's Church of England Primary School,09881224,CAD022
Academy Trust,Island Community School,08265245,CAD022
Academy Trust,Kingsleigh Primary School,09872178,CAD022
Academy Trust,Cambridge Meridian Academies Trust,07552498,CAD022
Academy Trust,Outwoods Edge Primary School,08188239,CAD022
Academy Trust,Moorlands Free School,07665633,CAD022
Academy Trust,The Moorlands Primary Federation,09378112,CAD022
Academy Trust,The Futures Trust,08678162,CAD022
Academy Trust,Moorside Community Primary Academy School,08447546,CAD022
Academy Trust,Mordiford Church of England Primary School,08738224,CAD022
Academy Trust,Coastal Learning Partnership,09628750,CAD022
Academy Trust,Collaborative Learning Trust,07831080,CAD022
Academy Trust,Dove House School Academy Trust,07738845,CAD022
Academy Trust,The Mossbourne Federation,04468267,CAD022
Academy Trust,The Mossley Academy Trust,09104491,CAD022
Academy Trust,The Hayfield School,07547393,CAD022
Academy Trust,Mount Grace High School Academy Trust,08121030,CAD022
Academy Trust,Newbury Academy Trust,08142572,CAD022
Academy Trust,Russell Education Trust,07452885,CAD022
Academy Trust,MVW Academy,08634384,CAD022
Academy Trust,Mount Grace School,07695796,CAD022
Academy Trust,Downview Trust,08603388,CAD022
Academy Trust,Mount Hawke Academy,07536373,CAD022
Academy Trust,Whipperley Academy Trust,08310694,CAD022
Academy Trust,Hillcrest Early Years Academy Limited,07980317,CAD022
Academy Trust,The Platanos Trust,07492094,CAD022
Academy Trust,The Hoddesdon School Trust,07555066,CAD022
Academy Trust,Estuaries Multi Academy Trust,07717015,CAD022
Academy Trust,Nexus Education Schools Trust,08753719,CAD022
Academy Trust,The Hawksmoor Learning Trust,07489127,CAD022
Academy Trust,Palladian Academy Trust,08061092,CAD022
Academy Trust,Woodside Primary School,08239113,CAD022
Academy Trust,Nicholas Postgate Catholic Academy Trust,09203984,CAD022
Academy Trust,Woodfield Academy,08039319,CAD022
Academy Trust,Ringmer Community College Academy Trust,07678672,CAD022
Academy Trust,North West London Jewish Day School,09104225,CAD022
Academy Trust,Nower Hill High School,07690023,CAD022
Academy Trust,Tewkesbury School,07840060,CAD022
Academy Trust,WMG Academy for Young Engineers,07937014,CAD022
Academy Trust,Noadswood School,07693860,CAD022
Academy Trust,Our Co-operative Academies Trust,08670427,CAD022
Academy Trust,Northampton Primary Academy Trust,08172039,CAD022
Academy Trust,Marston Vale Academy Trust,08326476,CAD022
Academy Trust,Northampton School for Girls,08591532,CAD022
Academy Trust,Northern Academy Hull Limited,07412337,CAD022
Academy Trust,Edna G Olds Academy,07763941,CAD022
Academy Trust,The MFG Academies Trust,07521584,CAD022
Academy Trust,Northern Education Trust,07189647,CAD022
Academy Trust,The Gerrards Cross Church of England School,07847454,CAD022
Academy Trust,Langdale Free School,07649550,CAD022
Academy Trust,Northern House School Academy Trust,08140768,CAD022
Academy Trust,Marden Primary Academy,08802427,CAD022
Academy Trust,Northgate School Arts College,07734360,CAD022
Academy Trust,Northumberland Church Of England Academy Trust,06653439,CAD022
Academy Trust,Sidney Stringer Multi Academy Trust,06672920,CAD022
Academy Trust,Looe Community Academy Trust,07909371,CAD022
Academy Trust,Joseph Leckie Academy Trust,07892678,CAD022
Academy Trust,Northwick Park Trust,09154404,CAD022
Academy Trust,Nunnery Wood High School,07694547,CAD022
Academy Trust,Shine Academies,09341839,CAD022
Academy Trust,Ghyllside School,08178033,CAD022
Academy Trust,Asset Education,09434926,CAD022
Academy Trust,The Gold Rose MAT Limited,07988376,CAD022
Academy Trust,Notre Dame High School,08098354,CAD022
Academy Trust,"Nottingham Emmanuel School, The",08472283,CAD022
Academy Trust,The Ockendon Academy,07451781,CAD022
Academy Trust,Ocker Hill Academy Trust,08593820,CAD022
Academy Trust,Countesthorpe Community College Trust,08137363,CAD022
Academy Trust,"Odyssey Academy Trust, The",09139888,CAD022
Academy Trust,Thomas Mills High School,07605059,CAD022
Academy Trust,Old Dalby Church of England Primary School,08564471,CAD022
Academy Trust,Joseph Swan Academy,07950949,CAD022
Academy Trust,Old Earth School,07726649,CAD022
Academy Trust,Ardley Hill Academy,08006892,CAD022
Academy Trust,Plume School,07849731,CAD022
Academy Trust,Osprey Learning Trust,07519888,CAD022
Academy Trust,Oldham College Community Academies Trust,06871011,CAD022
Academy Trust,Oldfield School,07495165,CAD022
Academy Trust,Oldknow Academy,07737582,CAD022
Academy Trust,Olive Academies,08747464,CAD022
Academy Trust,Active Education Academy Trust,07650619,CAD022
Academy Trust,Charlestown Academy Trust,07625371,CAD022
Academy Trust,The Olive Tree Primary School Bolton Limited,07956473,CAD022
Academy Trust,Olney Infant Academy,07622171,CAD022
Academy Trust,The Olympus Academy Trust,07844791,CAD022
Academy Trust,"Open Academy Heartsease, The",06503940,CAD022
Academy Trust,The Active Learning Trust Limited,07903002,CAD022
Academy Trust,Orchard Academy Trust,08249884,CAD022
Academy Trust,Orchard Hill College Academy Trust,08476149,CAD022
Academy Trust,Hemlington Hall Academy,08803871,CAD022
Academy Trust,Wigan UTC,07695542,CAD022
Academy Trust,The Painsley Catholic Academy,08146661,CAD022
Academy Trust,Palace Fields Primary Academy,07604440,CAD022
Academy Trust,Paradigm Trust,08469218,CAD022
Academy Trust,Girls' Learning Trust,07627961,CAD022
Academy Trust,Park Hall Junior Academy,07848445,CAD022
Academy Trust,Huntcliff Academy Trust,07897108,CAD022
Academy Trust,Park High School,07689613,CAD022
Academy Trust,Park Road Sale Primary School,08623343,CAD022
Academy Trust,Park View Academy,07709270,CAD022
Academy Trust,Over Hall Academies Limited,09476660,CAD022
Academy Trust,Excelsior Multi Academy Trust,08314293,CAD022
Academy Trust,Parkfield Education Limited,07641673,CAD022
Academy Trust,Woodland Middle School Academy,07566455,CAD022
Academy Trust,"Joseph Whitaker School, The",07772278,CAD022
Academy Trust,The Herefordshire Marches Federation of Academies,07578861,CAD022
Academy Trust,Myton School Trust,07669416,CAD022
Academy Trust,Jotmans Hall Primary School,07687947,CAD022
Academy Trust,BBG Academy Trust,07612083,CAD022
Academy Trust,Parkroyal Academy Trust,08728422,CAD022
Academy Trust,Parkstone Grammar School Trust,07461209,CAD022
Academy Trust,Parkwood Hall Co-operative Academy Trust,09494940,CAD022
Academy Trust,Parson Street Primary School,08245920,CAD022
Academy Trust,Partnership Learning,08339345,CAD022
Academy Trust,The Partnership Trust,07728112,CAD022
Academy Trust,Pax Christi Catholic Academy Trust,08192900,CAD022
Academy Trust,Pax Christi Catholic Partnership,09378390,CAD022
Academy Trust,Lord Lawson of Beamish Academy,07908404,CAD022
Academy Trust,Paxton Academy Ltd,07626303,CAD022
Academy Trust,Pear Tree Alliance,08916147,CAD022
Academy Trust,Ringwood School,07552519,CAD022
Academy Trust,Teesdale Education Trust,07680893,CAD022
Academy Trust,Diocese of Chichester Academy Trust,09201845,CAD022
Academy Trust,Tees Valley Education,09630999,CAD022
Academy Trust,Nailsea School,08084047,CAD022
Academy Trust,Medmerry Primary School,07668479,CAD022
Academy Trust,Pear Tree Mead Academy,09141452,CAD022
Academy Trust,Ad Astra Academy Trust,09308398,CAD022
Academy Trust,Minerva Learning Trust,09200332,CAD022
Academy Trust,Consilium Academies,09495671,CAD022
Academy Trust,Penair School,07557657,CAD022
Academy Trust,Special Partnership Trust,07724160,CAD022
Academy Trust,Pendle Education Trust,08263591,CAD022
Academy Trust,Peninsula Gateway Academy Trust,08095169,CAD022
Academy Trust,"Adelaide Academy Trust, The",08725920,CAD022
Academy Trust,LDBS Frays Academy Trust,08335073,CAD022
Academy Trust,Cornwall Education Learning Trust,07565242,CAD022
Academy Trust,Penketh Academy Trust,08438991,CAD022
Academy Trust,The Diocese of Coventry Multi-academy Trust,08422015,CAD022
Academy Trust,Polymat,09078530,CAD022
Academy Trust,Our Lady Immaculate Catholic Primary School,08020070,CAD022
Academy Trust,Barnwell Academy Trust,08929065,CAD022
Academy Trust,The Thinking Schools Academy Trust,07359755,CAD022
Academy Trust,"Thomas Aveling School, The",07715900,CAD022
Academy Trust,Penlee Academy Trust,09683218,CAD022
Academy Trust,Pennine Way Junior Academy,07772327,CAD022
Academy Trust,Penny Bridge Church of England Primary School Limited,08701329,CAD022
Academy Trust,Penryn College,07654298,CAD022
Academy Trust,Advance Trust,08414933,CAD022
Academy Trust,Pewsey Vale School,07662809,CAD022
Academy Trust,Kingsley Learning Foundation,07834300,CAD022
Academy Trust,The Thrive Partnership Academy Trust,07803969,CAD022
Academy Trust,The Phoenix Academy Trust,08357097,CAD022
Academy Trust,Marine Academy Plymouth,07194412,CAD022
Academy Trust,"Phoenix Family of Schools Academy Trust, The",08324412,CAD022
Academy Trust,Pickhurst Infant School,07698731,CAD022
Academy Trust,The Piggott Church of England School,07682284,CAD022
Academy Trust,"Pilgrim's Way Church of England Multi Academy Trust, The",08744203,CAD022
Academy Trust,Leo Academy Trust,07543202,CAD022
Academy Trust,Pilton Community College Academy Trust,07653872,CAD022
Academy Trust,Pinewood School Academy Trust,09141878,CAD022
Academy Trust,Pioneer Academies Community Trust (PACT),08255683,CAD022
Academy Trust,Plymouth CAST,08438686,CAD022
Academy Trust,Portslade Aldridge Community Academy Trust,07672441,CAD022
Academy Trust,Portsmouth and Winchester Diocesan Academies Trust,08161468,CAD022
Academy Trust,Portswood Primary Academy Trust,08158400,CAD022
Academy Trust,The Premier Academy Limited,07324340,CAD022
Academy Trust,The Chalfonts Community College,07693365,CAD022
Academy Trust,Prenton High School for Girls,07672980,CAD022
Academy Trust,Khalsa Education Trust,07954683,CAD022
Academy Trust,Easterside Academy,08906809,CAD022
Academy Trust,Medway Anglican Schools Trust,09628754,CAD022
Academy Trust,Presdales School Academy Trust,07990029,CAD022
Academy Trust,Prestolee Multi Academy Trust,09481323,CAD022
Academy Trust,Preston Hedges Academy Trust,08282041,CAD022
Academy Trust,Preston Manor Academy Trust,08359584,CAD022
Academy Trust,Preston Primary Academy Trust,08727883,CAD022
Academy Trust,Ventrus Limited,07821367,CAD022
Academy Trust,Adventure Learning Academy Trust,08614382,CAD022
Academy Trust,Aim High Academy Trust,08842629,CAD022
Academy Trust,The Basildon Academies,06308595,CAD022
Academy Trust,The Rosary Trust - A Catholic Multi Academy,08068528,CAD022
Academy Trust,Oxley Park Academy Trust,07660971,CAD022
Academy Trust,The Primary First Trust,08738750,CAD022
Academy Trust,The Prince Henry's High School Academy Trust,07512962,CAD022
Academy Trust,Princes Risborough School,07712579,CAD022
Academy Trust,The Priors School,03143086,CAD022
Academy Trust,Priorslee Multi-academy Trust,07481145,CAD022
Academy Trust,Pond Meadow Academy Trust,09148900,CAD022
Academy Trust,Parallel Learning Trust,08605705,CAD022
Academy Trust,"Priory Academy Trust, The",08032410,CAD022
Academy Trust,"Priory Academy, Dunstable",08002543,CAD022
Academy Trust,The Priory Learning Trust,07698707,CAD022
Academy Trust,The Priory Federation of Academies,06462935,CAD022
Academy Trust,Eastfield Primary School,08181149,CAD022
Academy Trust,The Priory Primary Academy Trust,07498234,CAD022
Academy Trust,Priory Primary School,08684300,CAD022
Academy Trust,The Elstree UTC,07906423,CAD022
Academy Trust,The Salterns Academy Trust,08921490,CAD022
Academy Trust,Tudor Park Education Trust,07798639,CAD022
Academy Trust,SENDAT,07729941,CAD022
Academy Trust,The Propeller Academy Trust,08340120,CAD022
Academy Trust,Prospect Education (Technology) Trust Limited,02484729,CAD022
Academy Trust,"Prospect School, Reading",07660159,CAD022
Academy Trust,Prospects Academies Trust,08121232,CAD022
Academy Trust,The 3-18 Education Trust,08064698,CAD022
Academy Trust,Sevak Education Trust Ltd,08267703,CAD022
Academy Trust,Putnoe Primary School,08434113,CAD022
Academy Trust,QC School Limited,09166463,CAD022
Academy Trust,QE Academy Trust,07562194,CAD022
Academy Trust,Aspire Multi - academy Trust,08840094,CAD022
Academy Trust,QED Academy Trust,07493622,CAD022
Academy Trust,QEGS Blackburn Academy Trust,08331789,CAD022
Academy Trust,Queen Mary's High School (Walsall),07611345,CAD022
Academy Trust,Medway UTC Ltd,07911362,CAD022
Academy Trust,St Mary's Academy Trust,07917752,CAD022
Academy Trust,Queens Park Academy,07566528,CAD022
Academy Trust,Queens Park Community School Academy Trust,08146138,CAD022
Academy Trust,Queen's Park Infant Academy,08434359,CAD022
Academy Trust,Highsted Academy Trust,07348116,CAD022
Academy Trust,Queens' School (Bushey),07650609,CAD022
Academy Trust,Burntwood Trust,08550180,CAD022
Academy Trust,Queniborough Church of England Primary School,08235194,CAD022
Academy Trust,"Quest Academy - Coloma Trust, The",07278887,CAD022
