URN,EstablishmentName,charity_number,company_number,charity_name,active
108876,Craigievar School,,,,False
109334,Clifton College,311735,,,True
109335,Clifton High School,311736,00011701,,True
109336,Colston's School,1079552,02792699,,True
109337,Badminton School,311738,00257012,,True
109338,Amberley House School,,,,False
109339,Cleve House School,,,,True
109340,Oasis School Westbury,,,,False
109341,Torwood House School,,,,True
109343,Gracefield Preparatory School,,,,True
109344,Colstons Girls' School,,,,False
109345,Bristol Steiner School,310257,01131462,,True
109346,Kingswood School,309148,,,True
109347,Prior Park College,281242,01521832,,True
109348,Royal High School GDST,306983,00006400,,True
109349,Kingswood Preparatory School,,,,True
109350,"The Paragon School, Junior School of Prior Park College",281242,01521832,,True
109351,The Park School,,,,False
109354,Westwing School,,,,False
109355,Silverhill School,,,,False
109356,Overndale School,,,,False
109357,Tockington Manor School,311716,00894685,,True
109358,St Brandon's School,,,,False
109359,Sacred Heart Preparatory School,1063172,,,False
109360,Monkton Senior School,,,,True
109361,The Downs Preparatory School,,,,True
109362,Sidcot School,296491,02093340,,True
109363,Fairfield School,,,,True
109364,Ashbrooke House School,,,,True
109365,Wyncroft School,,,,False
109366,Lancaster House School,,,,False
109367,Rydal Pre-Preparatory School,,,,False
109368,Bristol Cathedral School,1098758,,,False
109369,Bristol Grammar School,1104425,05142007,,True
109370,Queen Elizabeth's Hospital,1104871,05164477,,True
109371,Redmaids' High School,1105017,05165135,,True
109372,Redland High School for Girls,311734,,,False
109373,Bath High School,,,,False
109374,"King Edward's School, Bath",1115875,03394895,,True
109375,International School of Choueifat,,,,False
109376,Oak Hill School,,,,False
109377,Victory School,,,,False
109378,Sidcot (Hall) School,,,,False
109379,Monkton Prep School,1057185,03228456,,True
109380,Mander Portman Woodward School,,,,False
109381,The New Small School,,,,False
109383,Mount Zion School,,,,False
109384,John Cabot City Technology College,,,,False
109715,Pilgrims Pre-Preparatory School,1066861,03475202,,True
109716,Bedford High School,,,,False
109717,Bedford Greenacre Independent School,307530,00856842,,True
109718,Bedford School,1066861,03475202,,True
109719,Georgina Perkins School,,,,False
109720,Polam School,,02313425,,True
109721,St Andrew's School,,,,False
109722,Dean Grange Preparatory School,,,,False
109723,St George's School,,,,False
109724,Sutherlands School,,,,False
109725,Broadmead School,,,,False
109726,Kings House Moorlands,,,,True
109727,Bedford Girls' School,1066861,03475202,,True
109728,Bedford Modern School,1066861,03475202,,True
109729,Pilgrim Christian School,,,,False
109730,The Acorn School,,02313425,,False
109731,East Lodge School,,,,False
109732,Waverly Pre-Preparatory School,,,,False
109733,Bury Lawn School,,,,False
109774,Date Valley School,1136298,06845508,,True
110109,Queen Anne's School,,,,True
110110,Leighton Park School,309144,00171900,,True
110111,St Joseph's College,277077,01400984,,True
110112,Hemdean House School,309146,01085850,,True
110113,The Elvian School,,,,False
110114,St Edward's Prep,,,,True
110115,The Highlands School,,,,False
110116,Stubbington House School,,,,False
110117,Heathfield School,309086,00556463,,True
110118,Papplewick School,,,,True
110119,St George's School,309088,00924805,,True
110120,St Mary's School Ascot,290286,01844327,,True
110121,Bradfield College,,,,True
110122,St Andrew's School,309090,00700881,,True
110123,Downe House,,,,True
110124,Herries Preparatory School,,,,True
110125,Wellington College,309093,,,True
110126,St Piran's School,309094,01047287,,True
110127,Brockhurst and Marlston House Schools,,,,True
110128,St Gabriel's School,1062748,02590761,,True
110129,Haileybury Junior School,,,,False
110130,Upton House School,309095,00677794,,True
110131,St George's School,1100392,04347052,,True
110132,Pangbourne College,309096,00260104,,True
110133,Eagle House School,309093,,,True
110134,Sunningdale School,,,,True
110135,Lambrook School,309098,00898539,,True
110136,Luckley House School,309099,01091938,,True
110137,Reddam House Berkshire,,,,True
110138,Ludgrove School Trust Limited,309100,01053039,,True
110139,Douai School,1070551,,,False
110140,Elstree School,309101,00690450,,True
110141,Newbold School,,,,True
110142,Waverley Preparatory School and Nursery,309102,00936622,,True
110143,Foxley PNEU School,,,,False
110144,Maidenhead College for Girls,,,,False
110145,Highfield Preparatory School Limited,309103,00864531,,True
110146,Winbury School,,,,False
110147,Queensmead School Limited,,,,False
110148,Holme Grange School,309105,00900240,,True
110149,White House Preparatory School,,,,False
110150,Hurst Lodge School,,,,False
110151,Reading Blue Coat School,1087839,04243510,,True
110152,The Marist School,,,,True
110153,Claires Court Schools,,,,True
110154,Our Lady's Preparatory School,503214,01162393,,True
110155,Crosfields School,309108,00584278,,True
110157,The Marist Preparatory School,1104614,,,False
110158,Eton College,1139086,,,True
110159,LVS Ascot,230011,RC000569,,True
110160,St Bernard's Preparatory School,,,,True
110161,Eton End School Trust (Datchet) Limited,310644,00623043,,True
110162,Long Close School,,02313425,,True
110163,Dolphin School,1144348,06686049,,True
110164,St Joseph's Convent Preparatory School,,,,False
110165,The Abbey School Reading,309115,00133676,,True
110166,Priors Court School,,,,False
110167,Redroofs School for the Performing Arts,,,,False
110168,The Langley Manor Preparatory School,270901,00867944,,False
110169,Padworth College,325023,01154199,,True
110170,The Ark School,,,,False
110171,Cedar Park School,,,,False
110172,Meadowbrook Montessori School,,,,True
110173,Sek International School,,,,False
110174,The Cedars School,,,,False
110175,Alder Bridge School,297857,02158586,,True
110176,Christchurch Gardens Kindergarten,,,,False
110177,Caversham Preparatory School,,,,True
110536,Akeley Wood Senior School,,02313425,,True
110537,Davenies School,313120,00717500,,True
110538,High March School,,,,True
110539,Heatherton School,310630,00622349,,True
110540,Caldicott School,310631,00936838,,True
110541,Gayhurst School,298869,02209385,,True
110542,Holy Cross Convent School,238426,,,False
110543,Maltman's Green School,,,,True
110544,St Mary's School,,,,True
110545,Pipers Corner School,310635,00504032,,True
110546,Godstowe Preparatory School,310637,00068471,,True
110547,Wycombe Abbey,310638,00047031,,True
110548,Stowe School,310639,00187251,,True
110549,Thornton College,1064059,,,True
110550,Beachborough School,309910,00587874,,True
110551,Swanbourne House School,310640,00984935,,True
110552,Chesham Preparatory School,310642,00910924,,True
110553,The Beacon School,,,,True
110554,Dair House School,270719,01239748,,True
110555,Thorpe House School,292683,01946972,,True
110556,Gateway School,,,,True
110557,Crown House School,,,,True
110558,Griffin House School,,,,True
110559,St Teresa's School,,,,False
110560,Silchester House School,,,,False
110561,The Vale School,,,,False
110562,Hengrove School,,,,False
110563,Ashfold School,272663,01287451,,True
110565,Milton Keynes Preparatory School,,,,True
110566,Kingscote School,,,,False
110567,The Webber Independent School,,,,True
110568,Gyosei International School Uk,,,,False
110569,Hampden Manor,,,,False
110570,Teikyo School UK,,,,True
110571,The Grove Independent School,,,,True
110572,Filgrave School,,,,False
110910,The Peterborough School,1096270,04659710,,True
110911,King's College School,310024,,,True
110912,St Mary's School,,,,True
110913,St Faith's School,,,,True
110914,The Leys School,,,,True
110915,St John's College School,1194790,13396877,,True
110916,King's Ely,802427,02440509,,True
110917,Acremont House Kings School Ely,,,,False
110918,St Audrey's Convent School,,,,False
110919,St Colette's Preparatory School,,07461441,,False
110921,Sancton Wood School,,09637548,,True
110922,Madingley School,,,,False
110923,The Perse School,,,,True
110924,The Stephen Perse Foundation,1120608,06113565,,True
110925,Kimbolton School,1098586,04726427,,True
110926,Wisbech Grammar School,1087799,04234021,,True
110927,Horlers Pre-Preparatory School,,,,False
110928,Whitehall School,,,,True
110929,St Mary's Junior School,,,,False
110930,Mander Portman Woodward,,,,True
110932,St. Andrew's College Cambridge,,,,True
110933,Alconbury House School At Alconbury House,,,,False
110934,SPF International,1084601,06113565,,False
110935,Cambridge Arts and Sciences Sixth Form and Tutorial College,,06355623,,True
110936,St Paul's School,1119619,06141973,,False
111466,Abbey Gate Prep School,,,,False
111467,St Hilary's School,312056,00862466,,False
111468,The Ryleys School,,,,True
111469,Merton House School,,,,False
111470,The Firs School,1160339,,,True
111471,The Grange School,,,,True
111472,Terra Nova School,525919,00554799,,True
111473,The King's School In Macclesfield,,,,True
111474,Beech Hall School,1045425,,,True
111475,Mostyn House School,1048117,,,False
111476,Sandbach School,525861,,,False
111477,Wilmslow Preparatory School,525924,00888176,,True
111478,Alderley Edge School for Girls,1006726,02659703,,True
111479,Yorston Lodge School,,05188835,,True
111480,St Bride's School,,,,False
111481,Pownall Hall School,525929,00661518,,True
111482,The Hammond,1022427,00838325,,True
111483,Cransley School,506907,01298683,,True
111484,Abbey Gate College,273586,01269507,,True
111485,The King's School,,,,True
111486,The Queen's School,,,,True
111487,Daintry Hall Preparatory School,,,,False
111488,Robert Raikes Tutorial School,,,,False
111489,The Sarah Bartholomew School,,,,False
111490,Macclesfield Preparatory School,,,,False
111493,Joseph Rayner Independent School,,,,False
111766,Mill Hill School,310034,,,False
111767,Red House School,527377,00312473,,True
111768,Teesside High School,527386,00572205,,True
111769,Yarm School,1093434,04451356,,True
111770,The Sheila Bruce Community Arts (Educational Establishment),,,,False
111771,Yarm Preparatory School,1093434,04451356,,True
111772,Macmillan Academy,700599,,,False
112068,St Petroc's School,306578,00884821,,False
112069,Bolitho School,,,,False
112070,Tremough Convent School,,,,False
112071,St Joseph's School,1170818,,,True
112072,Roselyon Preparatory School,306583,,,False
112074,Trescol Vean School,,,,False
112075,Polwhele House School,,,,True
112076,Truro School,1142794,07649422,,True
112077,Truro High School,,06156433,,True
112078,Tremore Christian School,,,,False
112079,Duchy Grammar School,286067,,,False
112080,St Ia School,,,,False
112081,Truro School Preparatory School,,,,True
112082,St Piran's School (Gb) Ltd,,,,True
112083,Wheelgate House School,,,,False
112442,Lime House School,,,,True
112443,Harecroft Hall School,,,,False
112444,St Bees School,1129534,06595861,,False
112445,"Casterton, Sedbergh Preparatory School",,,,True
112446,Windermere School,526973,00914963,,True
112448,Holme Park School,,,,False
112449,St Ursula's Convent High School,,,,False
112450,Chetwynde School,,,,False
112451,Sedbergh School,1080672,03946280,,True
112453,Austin Friars,,,,True
112454,Greystone House School,,,,False
112458,Riverside School,,,,False
112459,Hunter Hall School,1059098,03272341,,True
112460,St Monica's Preparatory School,,,,False
112463,Wellspring Christian School,,,,False
113002,St Anselm's School,,,,True
113003,Abbotsholme School,528612,,,True
113004,Trent College,527180,00032983,,True
113005,St Elphin's School,1091749,,,False
113006,Stancliffe Hall School,,,,False
113007,Ockbrook School,,,,False
113008,St Wystan's School,,,,True
113009,Repton School,1067418,,,True
113010,Mount St Mary's College,,,,True
113011,Ashbourne PNEU School,,,,False
113012,Peaklands Preparatory School,,,,False
113013,Old Vicarage School,,,,True
113014,Michael House School,,,,False
113015,St Joseph's Convent School,527184,,,False
113016,St Peter & St Paul School,,,,True
113017,Derby High School,,,,True
113018,Barlborough Hall School,,,,True
113020,Friar Gate House School,,,,False
113022,Repton Preparatory School,,,,True
113023,Dame Catherine Harpur's School,1084145,04093636,,True
113024,Emmanuel School (Derby) Limited,,,,True
113025,Gateway Nursery School,1014613,,,False
113027,Morley Hall Preparatory School,,,,False
113028,Derby Grammar School,1015449,02739356,,True
113029,Landau Forte College,,,,False
113561,Exeter Cathedral School,1151444,08331303,,True
113562,Bramdean School,,,,False
113563,St Margaret's School,,,,False
113564,Hylton Pre-Preparatory School,,,,False
113565,Mount St Mary's Convent School,,,,False
113566,Abbey School,,,,True
113567,St Wilfrid's School,,,,True
113568,Stoodley Knowle School,,,,False
113569,Allhallows College,1043008,,,False
113570,Elm Grove School,,,,False
113572,Mount House School,270147,01224029,,False
113573,Mount Kelly,,,,True
113574,Trinity School,515960,,,True
113575,Blundell's School,1081249,04016403,,True
113576,Greylands School,,,,False
113577,Blundell's Preparatory School,,,,True
113578,St Michael's School,,,,False
113579,Stover School,306712,00565995,,True
113580,Wolborough Hill School,,,,False
113581,Crediton Preparatory School,,,,False
113582,St Bernard's School,,,,False
113583,St John's School,274864,01326876,,True
113584,Gramercy Hall School,,,,False
113585,Kelly College Preparatory School,,,,False
113586,St Thoma's More School,,,,False
113587,St Peter's Preparatory School,,,,True
113588,The Dolphin School,,,,False
113589,Grenville College,306718,04659710,,False
113590,Manor House School,307347,00620219,,False
113592,Marland School,,,,False
113593,St Dunstan's Abbey School,,,,False
113594,Fletewood School at Derry Villas,1045587,,,True
113595,King's School,525934,02313425,,True
113596,Western College Preparatory School,,,,False
113598,Kingsbridge Preparatory School,,,,False
113600,Bradfield House School,,,,False
113601,Abbotsbury School,,,,False
113602,Bendarroch School,,,,False
113603,South Devon Steiner School,,,,True
113604,Kingsley School,306709,11853265,,True
113605,Shebbear College,1142794,07649422,,True
113606,West Buckland School,1167545,,,True
113607,Exeter School,1093080,04470478,,True
113608,The Maynard School,,,,True
113609,Plymouth College,,,,True
113610,Lanherne School,,,,False
113612,Tower House School,,,,False
113613,Cedarwood Pre-Preparatory School,,,,False
113614,The White House School,,,,False
113617,Park School,297797,02161405,,True
113618,Osho Ko Hsuan School,,,,False
113619,Sands School,299714,02274600,,True
113621,Maria Montessori School,,,,False
113622,Lustleigh School,,,,False
113624,The New School,1093080,04470478,,True
113625,Castle Down School,,,,False
113626,Emmanuel School Exeter,,,,False
113627,Buckeridge International College,,,,False
113628,Oaklands School,,,,False
113629,St Christophers School,,,,True
113630,Plantings School,,,,False
113631,Gilead Foundation Christian School,,,,False
113632,Exeter Tutorial College,,,,False
113910,Bryanston School,306210,00226143,,True
113911,Hanford School,1001751,02572565,,True
113912,Clayesmore School,306214,00359779,,True
113913,The Old Malthouse School,,,,False
113914,Yarrells Preparatory School,,,,True
113915,Port Regis Preparatory School,306218,00440436,,True
113916,Newell House School,,,,False
113917,Sherborne Preparatory School,1071494,03541911,,True
113918,Sherborne School,529637,04002575,,True
113919,Sherborne School for Girls,307427,00306828,,True
113920,Leweston School,295175,02041443,,True
113921,Croft House School,306220,,,False
113922,Canford School,306315,00190956,,True
113923,Dumpton School,306222,00936623,,True
113924,Knighton House School,306316,00485057,,False
113925,St Ronan's School,306223,,,False
113926,Dorchester Preparatory School,,,,False
113927,Sunninghill Preparatory School,1024774,02819354,,True
113928,Motcombe Grange School,,,,False
113929,Bournemouth Collegiate Preparatory School,1016538,02780748,,True
113930,Buckholme Towers School,306225,00779935,,False
113931,Castle Court School,325028,01134697,,True
113932,Milton Abbey School,306318,00532474,,True
113933,Grangewood Hall School,,,,False
113935,Thornlow School,,,,False
113937,Bournemouth Collegiate School,1016538,02780748,,True
113938,Homefield School,,,,False
113939,Park School,297797,02161405,,True
113940,St Martin's School,,,,True
113941,Talbot House School,,05727550,,True
113943,Ringwood Waldorf School,1158673,08645246,,True
113944,St Thomas Garnet's School,,,,False
113945,Talbot Heath School,283708,01584957,,True
113946,Harrow House International College,,,,False
113947,Eagle House School,1002567,,,False
113948,Sherborne International,,,,False
113949,Clayesmore Preparatory School,306214,00359779,,True
113951,Connaught House School,307964,,,False
113953,Franklyn House School,,,,False
114329,Polam Hall School,527369,,,False
114330,Durham High School for Girls,1119995,06257502,,True
114331,Durham Cathedral Schools Foundation,1023407,02776914,,True
114332,Yarm at Raventhorpe,1093434,04451356,,False
114333,Hurworth House School,,,,False
114334,St Anne's High School,,,,False
114335,The Chorister School,,,,False
114336,Barnard Castle School,1125375,06596258,,True
114614,Brighton College,307061,00007663,,True
114615,St Mary's Hall,,,,False
114616,Roedean School,307063,RC000434,,True
114617,St Aubyn's School,309639,00961616,,False
114618,Windlesham School,269264,01172432,,True
114620,The Fold School,,,,False
114621,"Brighton College Nursery, Pre-Prep and Prep School",,,,True
114622,Battle Abbey School,,,,True
114623,Cumnor House School,801924,02411055,,True
114624,Ashdown House School,269929,00961616,,False
114625,Michael Hall School,307006,00539034,,True
114626,Lancing College Preparatory School At Hove,,,,True
114627,Mayfield School,1047503,03068144,,True
114628,Newlands School,,,,False
114629,Vinehall School,307014,00893985,,True
114630,Temple Grove School,307016,00576922,,False
114631,"Bellerbys College, Wadhurst",,,,False
114632,Amberley Kindergarten School,,,,False
114633,Skippers Hill Manor Preparatory School,,,,True
114634,Lewes Old Grammar School,1163491,09561129,,True
114636,Sacred Heart School,,,,True
114637,Bellerbys College Mayfield,,,,False
114638,St Mary's School,,,,False
114639,St Christopher's School,,,,True
114640,Claremont School,,09817502,,True
114641,Deepdene School,,,,False
114642,Bodiam Manor School,,,,False
114643,Broomham School,,,,False
114644,Bricklehurst Manor School,,,,False
114646,Darvell School,229226,00455366,,True
114647,Newlands Pre-Preparatory School,,,,False
114648,Westerleigh School,,,,False
114649,Hill Top Small School,,,,False
114650,Eastbourne College,,,,True
114651,Roedean Moira House,,,,False
114652,St Andrew's Prep,,,,True
114653,Bede's Prep School,,,,True
114654,Brighton College Nursery and Pre-Prep School,307061,00007663,,False
114655,Newlands Manor School,,,,False
114656,Buckswood School,,,,True
114657,Bede's Senior School,278950,01386499,,True
114658,Brighton Girls GDST,306983,00006400,,True
114659,Greenfields School,287037,01720539,,True
114661,Brighton Waldorf School,802036,02395378,,True
114663,The Academy of Performing Arts,,,,False
114664,Bellerbys College Brighton,,,,False
114665,Torah Academy,,,,False
114666,The Young Sussex School,,,,False
114667,Stoke Brunswick School,307011,,,False
114668,Jameah Islameyah,,,,False
114669,Hill House School Sussex,,,,False
114670,St Leonard's College,,,,False
114671,Orchard Open School,,,,False
114672,Brighton and Hove Montessori School,,,,False
114673,The Dharma Primary School,1015691,02763238,,False
114674,Stonelands School of Ballet and Theatre Arts,,,,False
115386,Braeside School,,,,True
115387,New Hall School,1110286,00547420,,True
115388,St Anne's School,,,,True
115389,St Cedd's School,,,,True
115390,St Philip's Priory School,,,,False
115391,Widford Lodge Preparatory School,,,,True
115392,Chigwell School,310866,,,True
115393,Loyola Preparatory School,1085079,,,True
115394,St Mary's School for Girls,,,,True
115395,Felsted School,310870,,,True
115396,Gosfield School,310871,00898640,,True
115397,Dame Bradbury's School,1070780,,,False
115398,Walden School,1000981,02527067,,False
115399,St Johns School,1063738,03411518,,True
115400,The Daiglen School,,,,True
115401,St. Michael's School,280688,01489366,,True
115402,Thorpe Hall School,298155,02187958,,True
115403,Alleyn Court Preparatory School,,,,True
115404,Crowstone Preparatory School,,,,False
115405,St Hilda's School,,,,False
115406,Westminster Preparatory School,,,,False
115407,Westcliff Preparatory School,,,,False
115408,Saint Pierre School,,,,True
115409,Colchester High School,1104087,02313425,,True
115410,Holmwood House School,,,,True
115411,Elm Green Preparatory School,,,,True
115412,Heathcote School,,06904186,,True
115413,Littlegarth School,325064,01141073,,True
115414,FKS Schools Ltd,,,,False
115415,St Philomena's School,298635,02071112,,True
115416,St Margaret's Preparatory School,,02313425,,True
115417,St Nicholas School,,,,True
115418,Herington House School,,,,False
115419,Oaklands School,,03033574,,True
115420,Woodlands School,1059653,,,True
115421,Maldon Court Preparatory School,,,,True
115422,Springfield PNEU School,,,,False
115423,Landry School,,,,False
115424,Oxford House School,,02313425,,True
115428,Ursuline Preparatory School,1058282,,,True
115429,Brentwood School,,,,True
115430,The Bell House School,,,,False
115431,Trinity School,515960,,,False
115432,The Ramparts Christian School C.O.22 Tipett Close,,,,False
115433,Howe Green House School,297106,02138295,,True
115435,Coopersale Hall School,,,,True
115436,The Christian School (Takeley),1148518,08165830,,True
115437,Guru Gobind Singh Khalsa College,1074558,03515191,,True
115438,Mansfield Infant College,,,,False
115440,Clarks Preparatory School,,,,False
115441,Kings Oak Primary School,,,,False
115780,"The King's School, Gloucester",1080641,03834841,,True
115781,Selwyn School,,,,False
115782,Rose Hill School,,,,False
115783,Hatherop Castle School,311710,08876703,,True
115784,St Clotilde's School,,,,False
115785,Dean Close St John's,,,,True
115786,Beaudesert Park School,311711,00937554,,True
115787,Rendcomb College,1115884,05891198,,True
115788,Wycliffe College,,,,True
115789,Westonbirt School,,11297618,,True
115790,Ingleside PNEU School,,,,False
115791,The Querns School,,,,False
115792,Upfield Preparatory School,,,,False
115793,Wynstones,311719,00396105,,False
115794,St Edward's School,293360,01961978,,True
115795,Cheltenham College,,,,True
115796,Dean Close Preparatory School,,,,True
115797,Dean Close School,,,,True
115798,Cheltenham Ladies' College,,,,True
115799,Dean Close Airthrie School (Dcas),800468,,,True
115800,Berkhampstead School,,,,True
115801,The Richard Pate School,,,,True
115803,Dormer House School,311724,00884381,,False
115804,St Anthony's Convent School,,,,False
115805,Hopelands Preparatory School,1007707,02598202,,True
115806,Abbey School,,,,False
115807,Leverets School,,,,False
115808,The Acorn School,,,,True
115810,Al-Ashraf Secondary School for Girls,,,,True
116512,Mayfield School,1047503,03068144,,False
116513,Rookwood School,307322,00758856,,True
116514,Sherborne House School,,,,True
116515,Embley,1016538,02780748,,True
116516,St Neot's School,,,,True
116517,Farnborough Hill,1039443,02941378,,True
116518,St Nicholas' School,307341,00872200,,True
116519,Forres Sandle Manor School,,,,True
116520,Cheam School,290143,01843219,,True
116521,Lord Wandsworth College,1143359,07724623,,True
116522,Durlston Court School,307325,01091930,,True
116524,Ballard School,307328,00733644,,True
116525,Walhampton School,307330,00871641,,True
116526,Horris Hill School,307331,00589055,,True
116527,Bedales School,307332,00276785,,True
116528,"Stroud, the King Edward VI Preparatory School",,,,True
116529,North Foreland Lodge School,,,,False
116530,Norman Court,307426,,,False
116531,Rookesbury Park School,307334,,,False
116532,Winchester College,1139000,RC000733,,True
116533,Nethercliffe School,,,,False
116534,St Swithun's,307335,00110692,,True
116535,The Pilgrims School,1091579,04296085,,True
116536,Twyford School,307425,00558147,,True
116537,Alton School,,,,True
116538,Marycourt School,,,,False
116539,St Benedict's Convent School,1100169,,,False
116540,Woodhill Preparatory School,,,,False
116541,Wykeham House School,307339,,,False
116542,Farleigh School,1157842,00905522,,True
116543,Salesian College,1130166,06753037,,True
116544,Rushmoor Independent Preparatory School,,,,False
116545,St Anne's School,,,,False
116546,Grey House Preparatory School,,,,False
116547,Littlefield School,,,,False
116548,Embley Park Junior School,1016538,02780748,,False
116550,Daneshill School,,11384192,,True
116551,West Hill Park School,307343,00633736,,True
116552,Prince's Mead School,288675,01785733,,True
116553,Yateley Manor School,307374,00966437,,True
116554,Seafield School,,,,False
116555,Hurst Lodge School,,,,True
116556,Glenhurst School,,,,False
116557,Fairlands Nursery & Pre School,,,,False
116558,Boundary Oak School,307346,,,True
116559,Moyles Court School,,05727550,,True
116560,Avonlea School,,,,False
116561,Inhurst House School,307348,,,False
116562,Stockton House School,,00885686,,False
116563,Meoncross School,,02313425,,True
116566,Hampshire Collegiate School Atherley,1016538,02780748,,False
116567,Charlton House Independent School,1155647,08809865,,True
116568,The Gregg School,1089055,03687622,,True
116569,The Gregg Preparatory School,,,,True
116570,St Christopher's School,,,,False
116573,Mayville High School,286347,00705392,,True
116574,Brockwood Park School,312865,01055588,,True
116575,Ditcham Park School,285244,01648056,,True
116576,Hill Head Pre-Preparatory School,,,,False
116577,Rushmoor Independent Grammar School,,,,False
116578,Kwabena Montessori Independent School,,,,False
116579,Churcher's College,1173833,10813349,,True
116580,King Edward VI School,1088030,04238902,,True
116581,Portsmouth High School,1058894,,,True
116582,St John's College,1162915,09649061,,True
116583,The Portsmouth Grammar School,1063732,03401010,,True
116585,The King's School,1067316,03476768,,False
116587,The King's School,,,,False
116590,Thorngrove School,,,,True
116591,Brookham School,,,,False
116592,Vine School,1052202,,,False
116594,St Michael's School,,,,True
116595,The King's School,1106136,05212585,,True
116596,Woodside House School,,,,False
116597,Southampton Small School,,,,False
116598,Yago School Uk Limited,,,,False
116599,Greenhill School,,,,False
117002,"The Downs, Malvern College Prep School",1120616,06292085,,True
117003,The Elms School,527252,00843499,,True
117004,Haberdashers Redcap School,,,,False
117005,St Richard's School,1113203,,,False
117006,St Mary's Worcester,,,,False
117007,The Alice Ottley School,,,,False
117008,Barbourne Preparatory School,,,,False
117009,Sunnyside School,,,,False
117010,Green Hill School,,,,False
117011,Abberley Hall,527598,00602279,,True
117012,Bromsgrove School,1098740,04808121,,True
117013,Whitford Hall School,,,,False
117014,Winterfold House School,1063133,03298576,,False
117015,Holy Trinity School,,,,False
117016,The Knoll School,527600,,,False
117017,Malvern College,527578,,,True
117018,Malvern St James,527513,00232081,,True
117019,St James's School,512363,,,False
117020,Heathfield Knoll School,1098940,04595454,,True
117021,The Mount School,,,,False
117022,Dodderhill School,527599,,,False
117023,Lea House School,,,,False
117024,Hillside School Limited,,,,False
117025,Innisfree House School,,,,False
117026,Croftdown School,,,,False
117027,St Mary's Preparatory School,,,,False
117028,Kirtlands School,,,,False
117029,Aymestrey School,,,,False
117031,King's Hawford Lodge School,,,,False
117032,Bredon School,,,,True
117034,Peopleton,,,,True
117035,Abbey College in Malvern,,,,True
117036,Hereford Cathedral School,518889,02081261,,True
117037,The King's School,1098236,04776324,,True
117038,Royal Grammar School Worcester,1120644,06251081,,True
117039,Hereford Waldorf School,,,,False
117040,Kinloss School,1041827,,,False
117041,The River School,,,,True
117043,Grange House School,,,,False
117044,Madinatul Uloom Al Islamiya School,,,,True
117045,Lucton School,,,,True
117046,Saint Michael's College,1022444,,,False
117047,Hereford Cathedral Junior School,,,,True
117600,Abbot's Hill School,,,,True
117601,Edge Grove School,311054,00947085,,True
117602,The Aldenham Foundation,298140,01847134,,True
117603,Berkhamsted School for Girls,,,,False
117604,Berkhamsted School,310630,00622349,,True
117605,Bishop's Stortford College,,,,True
117606,St Margaret's School,1056228,03201182,,True
117607,Haileybury and Imperial Service College,310013,,,True
117608,Aldwickbury School,311059,00950339,,True
117609,Queenswood School,311060,00040561,,True
117610,Westbrook Hay,292537,01925994,,True
117611,Lockers Park School,311061,01090034,,True
117612,St Christopher School,,,,True
117613,St Francis College,287694,01724197,,True
117614,Princess Helena College,311064,02780748,,False
117615,Radlett Preparatory School,,01100508,,True
117616,Merchant Taylors' School,,,,True
117617,St Albans High School for Girls,311065,00321911,,True
117618,Tring Park School for the Performing Arts,1040330,02962095,,True
117619,Northfield School,,,,False
117620,Beechwood Park School,311068,00820476,,True
117621,Heath Mount School,311069,00983758,,True
117622,Sherrardswood School,311070,,,True
117623,Egerton-Rothesay School,,,,True
117624,St Hilda's School,,,,True
117625,Westwood School,,,,False
117626,Harpenden Preparatory School,,,,False
117627,St Hilda's School,,,,True
117628,Duncombe School,,02313425,,True
117629,St Joseph's in the Park,1111064,05422009,,True
117630,Kingshott School,280626,01507581,,True
117631,Rudolf Steiner School,311027,00395056,,False
117632,The Barn School,,,,False
117633,St Edmund's College,,,,True
117634,Hart House School,,,,False
117635,Charlotte House Preparatory School,311075,00912022,,True
117636,York House School,311076,00678091,,True
117637,Homewood Independent School,,,,False
117638,St Columba's College,1146264,07897531,,True
117639,Francis House Preparatory School,,,,False
117640,Stanborough Secondary School,,,,True
117641,Royal Masonic School for Girls,276784,01339867,,True
117642,St Francis College,,,,False
117643,Lochinver House School,1091045,04374254,,True
117644,Stormont School,311079,00726450,,True
117645,St Columba's Preparatory School,1146264,07897531,,False
117647,St Albans School,1092932,04400125,,True
117648,Haberdashers' Boys' School,,,,True
117649,Haberdashers' Girls' School,,,,True
117650,The King's School,291913,01901401,,True
117651,Merchant Taylors' Prep School,,,,True
117652,Radlett Nursery and Infant School,,,,False
117653,Berkhamsted Prep and Pre-Prep School,310630,00622349,,True
117654,Gurukula - The Hare Krishna Primary School,,,,True
117655,Montessori Pre-Preparatory School,,,,False
117656,Haresfoot Senior School,,,,False
117657,Immanuel College,,,,True
117658,Manor Lodge School,1048874,02829156,,True
117660,High Elms Manor School,,,,False
117661,South Lodge School,,,,False
117662,Longwood School,,,,True
118123,Froebel House School,,,,True
118124,St James' School,1099060,04788370,,True
118125,St Martin's Preparatory School,1044188,,,True
118126,Tranby,1016538,02780748,,True
118127,Hessle Mount School,,,,True
118128,St Francis Preparatory School,,,,False
118129,Brigg Preparatory School,1016538,02780748,,False
118130,Lynton Preparatory School,,,,False
118131,Hymers College,529820,,,True
118132,Pocklington School,529834,,,True
118133,Hull Grammar School,1016538,02780748,,False
118134,The Small School At Winestead Hall,,,,False
118135,Trentvale Preparatory School,,,,False
118136,Oaklands Small School,,,,False
