URN,EstablishmentName,charity_number,company_number,charity_name,active
118137,Newlands School Yorkshire,,,,False
118222,Bembridge School,,,,False
118223,Ryde School with Upper Chine,307409,00432077,,True
118224,Westmont School,,,,False
118225,Priory School,528265,,,True
118937,Ashford School,1016538,02780748,,True
118938,Wellesley House,307852,00859223,,True
118939,Benenden School,,,,True
118940,Dover College,307856,,,True
118941,Northbourne Park School,280048,01490100,,True
118942,Marlborough House School,307793,00587487,,True
118943,St Ronan's School,1066420,03419744,,True
118944,Gad's Hill School,,,,True
118945,St Angela's Junior School,,,,False
118946,Kent College Pembury,1142794,07649422,,True
118947,St Lawrence College,307921,00037822,,True
118948,"King's School, Rochester",1084266,03791543,,True
118949,Beechwood School,,,,True
118950,Holmewood House School,279267,01468693,,True
118951,Rose Hill School,,,,True
118952,Sevenoaks School,1101358,04908949,,True
118953,Sevenoaks Preparatory School,1100021,03777308,,True
118954,St Michael's Prep School,1076999,,,True
118955,The New Beacon School,,,,True
118956,West Heath School,,,,False
118957,Radnor House Sevenoaks,,,,True
118958,Sutton Valence School,,,,True
118959,Tonbridge School,1097977,04787097,,True
118960,Somerhill,1002212,02331296,,True
118961,Hollington School,,,,False
118962,Haddon Dene School,,,,True
118963,St Joseph's Convent School,527184,,,False
118964,St Andrew's Preparatory School,,,,False
118965,Steephill School,803152,02478341,,True
118966,Westbrook House Preparatory School,1048970,,,False
118967,Bronte School,,,,True
118968,Ashford Friars Prep School,1016538,02780748,,False
118969,Sibton Park School,,,,False
118970,Honiton House School,,,,False
118971,The Granville School,,,,True
118972,Shernold School,,,,False
118973,Hilden Grange School,,00438111,,True
118974,Hilden Oaks Preparatory School and Nursery,307935,00852510,,True
118975,The Mead School,,,,True
118976,Croft Hall School,,,,False
118977,Chartfield School,,,,True
118978,Bethany School,307937,00624273,,True
118979,Bryony School,,,,True
118980,The Hill Preparatory School,,,,False
118981,Solefield School,293466,01966993,,True
118982,Eylesden Court Preparatory School,,,,False
118983,Underhill Preparatory School,,,,False
118984,Russell House School,,,,True
118985,St Andrew's School (Rochester),270901,00867944,,True
118986,St Lawrence College Junior School,,,,True
118987,St Joseph's Convent Preparatory School,1119139,05902325,,False
118988,Derwent Lodge School,,,,False
118989,Westbrook House Preparatory School,1048970,,,False
118990,Dulwich Prep Cranbrook,1174358,10815140,,True
118991,Cobham Hall,313650,00686707,,True
118992,Spring Grove School 2003 Ltd,1099823,04864342,,True
118994,The Cedars School,,,,False
118996,The King's School Canterbury,,,,True
118997,St Christopher's School,,,,False
118998,St Edmund's School Canterbury,1056382,03201223,,True
118999,Bedgebury School,,,,False
119000,Canterbury Steiner School Ltd,,,,False
119001,Kent College (Canterbury),1142794,07649422,,True
119002,Walthamstow Hall,1058439,03245514,,True
119004,Duke of York's Royal Military School,,,,False
119005,Elliott Park School,,,,True
119006,Rochester Independent College,,,,True
119007,Sackville School,,,,True
119008,St Faith's At Ash School Limited,,,,True
119010,Junior King's School,,,,True
119011,The Family School,,,,False
119012,Steppingstone School,,,,False
119014,Lorenden Preparatory School,1048805,03093684,,True
119016,Fosse Bank School,307934,02924705,,True
119018,Frant Court School,,,,False
119020,"Kent College Nursery, Infant and Junior School",,,,True
119022,Kent College Preparatory School,307920,,,False
119023,Rainbow Retreat,,,,False
119024,The Leigh City Technology College,,,,False
119817,Stonyhurst College,,,,True
119818,Rossall School,526685,,,True
119819,The St Anne's College Grammar School,,,,True
119820,Moorland School Limited,,,,True
119821,Devereux Preparatory School,511534,,,False
119822,St Pius X Preparatory School,526609,00539636,,True
119823,Mount Carmel Preparatory School,,,,False
119824,Scarisbrick Hall School,,,,True
119825,Stonyhurst St Mary's Hall,,,,False
119826,Westholme School,526615,00926692,,True
119827,Woodlands School,1059653,,,False
119828,Highfield Priory School,532262,01157590,,True
119829,Elmslie Girls' School,,,,False
119830,Langdale Preparatory School,,05188835,,False
119831,Sunny Bank School,,,,False
119832,St Joseph's Park Hill School,290544,,,True
119833,Oakhill School,,,,True
119834,Emmanuel Christian School,1073526,,,False
119835,Kirkham Grammar School,1051373,06195985,,True
119836,AKS Lytham,1016538,02780748,,True
119837,Queen Mary School,,,,False
119838,Queen Elizabeth's Grammar School,527194,,,False
119839,Aks Blackpool,1016538,02780748,,False
119840,Tauheedul-Islam Girls' High School,,,,False
119841,Chorcliffe Preparatory School,,,,False
119843,Maharishi School of the Age of Enlightenment,,,,False
119844,The Kingsfold Christian School,,,,False
119846,Preston Muslim Girls' High School,,,,False
119847,Bride Community Church Christian School,,,,False
119848,Rawdhatul Uloom Islamic Primary School,1110960,,,True
119851,Heathland Private School,,,,False
119852,The Bennett House School,,,,False
119854,Ashbridge Independent School,,,,True
119855,First Steps Day Nursery and Preparatory School,,,,False
119856,Al Islah Girls' High School,,,,True
120314,Manor House School,307347,00620219,,False
120315,Nevill Holt School,,,,False
120316,Ratcliffe College,1144450,07709065,,True
120317,Loughborough Amherst School,1081765,04038033,,True
120318,Grace Dieu Manor School,1115976,05900619,,False
120319,Stoneygate School Junior Department,,,,False
120320,Uppingham School,1147280,08013826,,True
120321,Windmill House School,,,,False
120322,Oakham School,1131425,06924216,,True
120323,St Crispin's Pre-Preparatory School,,,,False
120324,Leicester High School for Girls,,,,True
120325,Lgs Stoneygate School,510809,01521751,,True
120326,St Crispin's School,,,,True
120327,Leicester Grammar Junior School,510809,01521751,,False
120328,Fosse Way School,,,,False
120329,Leicester Preparatory School,,,,True
120331,Twycross House School,,,,True
120332,Loughborough Grammar School,1081765,04038033,,True
120333,Loughborough High School,1081765,04038033,,True
120334,Leicester Grammar School Trust,510809,01521751,,True
120335,Leicester Islamic Academy,702652,,,True
120336,Twycross House Pre-Preparatory School,,,,True
120337,Irwin College,,,,False
120338,Church Farm Grammar School,,,,False
120339,Dixie Grammar School,514407,01751466,,True
120340,Brooke Priory School,,,,True
120341,Brooke House College,,,,True
120342,All Saints School,,,,False
120343,Leicester Montessori School,,,,False
120344,Fairfield Prep School,1081765,04038033,,True
120345,Darul Uloom Leicester,1041254,,,True
120723,Priory Preparatory School,,,,False
120724,Lincoln Minster School,1016538,02780748,,True
120725,St Mary's School,,,,False
120726,The Cathedral School,,,,False
120727,Witham Hall School,507070,01348108,,True
120728,Dudley House School,,,,True
120729,Kirkstone House School,,,,True
120730,Conway School,,,,False
120731,Ayscoughfee Hall School,527294,00612443,,True
120732,St Hugh's School,,,,True
120733,Handel House Preparatory School,,,,True
120734,Excell International School,,05581693,,False
120735,Stamford Endowed Schools,527618,,,True
120736,Stamford High School,527618,,,False
120737,Stonefield House School,,,,False
120738,Grantham Preparatory International School,,,,True
120739,The Viking School,,,,True
120741,Copthill Independent Day School & Nursery,,,,True
120742,Fen School,,,,False
120743,Greenwich House School,,,,True
120744,Regents Academy,1016794,,,False
121221,Riddlesworth Hall School,311267,,,True
121222,Gresham's School,1105500,05196298,,True
121223,Glebe House School,1018815,02736338,,True
121224,Langley School,311270,00656498,,True
121225,Langley Preparatory School At Taverham Hall,311270,00656498,,True
121226,Stretton School at West Lodge,,,,False
121227,Hethersett Old Hall School,311273,01091829,,False
121228,St Christopher's School,,,,False
121230,Sacred Heart School,237760,,,False
121231,Beeston Hall School,311274,00908266,,True
121232,Thorpe House School,,,,False
121233,St Nicholas House School,,,,False
121234,Silfield School,,,,False
121235,Cawston College,311276,,,False
121236,Langley Preparatory School,,,,False
121237,Town Close House Preparatory School,311293,00940118,,True
121238,Hawthorn House School,,,,False
121239,Notre Dame Preparatory School (Norwich) Limited,269003,01162325,,True
121241,Norwich High School for Girls GDST,306983,00006400,,True
121242,Norwich School,311280,02940688,,True
121243,Bushey Place School,,,,False
121244,Rudolf Steiner School,,,,False
121245,Thetford Grammar School,,10756483,,True
121247,The New Buckenham Upper School,,,,False
121248,Wood Dene School,,,,False
121249,The Small School At Red House,,,,False
121250,All Saints School,,,,True
121251,Downham Preparatory School and Montessori Nursery,,,,True
121253,Emmanuel Christian School,1073526,,,False
121722,Bootham School,513645,01686068,,True
121723,York College for Girls,,,,False
121724,St Peter's School 2-18,,,,True
121725,Queen Mary's School,1098410,04806128,,True
121726,The Mount School (York),,,,True
121727,Clifton Preparatory School,,,,False
121728,Boothan Junior School,513645,01686068,,False
121729,Bramcote School,,,,False
121730,Scarborough College,529686,00050404,,True
121731,The Minster School,,,,False
121732,Terrington Hall School,532362,01193407,,True
121733,Fyling Hall School,507857,01377607,,True
121734,St Hilda's School,,,,False
121735,Ampleforth College,1063808,03415320,,True
121736,Ayton School,,,,False
121737,St Martin's School,,,,False
121738,Aysgarth School,529538,00898078,,True
121739,Sedbergh Junior School,1080672,03946280,,False
121740,Giggleswick School,1109826,05447105,,True
121741,Harrogate Ladies' College,529579,00197987,,True
121742,Grosvenor House School,,,,False
121743,Queen Ethelburga's College,,,,True
121744,Red House Preparatory School,,,,False
121745,Ripon Cathedral Choir School,,,,False
121746,Belmont Grosvenor School,,,,True
121747,West End School,,,,False
121748,Read School,529675,,,True
121749,Queen Margaret's School,,,,True
121750,Howsham Hall School,,,,False
121751,St Martin's Ampleforth School,1063808,03415320,,False
121752,Cundall Manor School,,,,True
121753,Moorland Waldorf School,510414,01367943,,True
121754,Lisvane Scarborough College Junior School,529686,00050404,,False
121755,Malsis School,529336,,,False
121756,Woodleigh School Trust Limited,508068,,,False
121757,Brackenfield School,,,,True
121758,Ashville College,529577,,,True
121759,York Steiner School,511974,01591107,,True
121760,St Andrew's Preparatory School,,,,False
121761,Harrogate Tutorial College,,,,False
121762,Manor School,,,,False
121763,Wharfedale Montessori School,,,,True
122125,Winchester House School,309912,00595630,,True
122126,St Peter's School,,,,True
122127,Maidwell Hall School,309917,00577217,,True
122128,Laxton School,,,,False
122129,Oundle School,,,,True
122130,Falcon Manor School,,,,False
122131,Wellingborough School,1101485,04931009,,True
122132,Our Lady's Convent School,1110802,,,False
122133,Spratton Hall School,309925,01013863,,True
122134,Overthorpe Preparatory School,,,,False
122135,Great Houghton School,,02607919,,False
122137,Quinton House School,,,,True
122138,Akeley Wood Junior School,,02313425,,True
122139,Carrdus School,1042783,02995266,,True
122140,Weston Favell Preparatory School,,,,False
122141,Laxton Junior School,,,,True
122142,Winchester House Pre-Preparatory School,,,,False
122143,St Peter's Independent School,,,,False
122144,Northampton High School,306983,00006400,,True
122145,Parkside Independent School,,,,False
122146,White House School,,,,False
122147,St Matthew's School,,,,False
122149,Bosworth Independent College,,05727550,,True
122151,Pitsford School,,,,True
122152,Slapton Pre-Preparatory School,,,,False
122153,Brooke Weston CTC,,,,False
122375,St Oswald's Independent School,,,,False
122376,Longridge Towers School,513534,01675232,,True
122377,Mowden Hall School,309639,00961616,,True
122378,Croft House School,306220,,,False
122380,Rock Hall School,,,,False
122907,Highfields School,,,,True
122908,Worksop College,,,,True
122909,Attenborough Preparatory School,,,,False
122910,Greenholme School,,,,False
122911,Dagfa School Nottingham,1101310,,,False
122912,Hollygirt School,1174296,10784165,,True
122913,Waverley House PNEU School,,,,False
122914,St Joseph's School,1003916,02625721,,True
122915,Nottingham High School,1104251,04521284,,True
122916,Mountford House School,,,,False
122917,Broadgate School,,,,False
122918,Hazel Hurst School Mapperley Ltd,,,,False
122920,Lorne House School,,,,False
122921,Grosvenor School,,,,False
122922,West Bridgford High School,,,,False
122923,Locksley Preparatory School,,,,False
122924,Coteswood House School,,,,False
122925,Arley House PNEU School,,,,False
122926,Saville House School,,,,True
122927,Rodney School,,,,False
122928,"Worksop College Preparatory School, Ranby House",,,,False
122929,Bramcote Lorne School,1016538,02780748,,False
122930,Edgehill School,,,,False
122931,Wellow House School,528234,01000027,,True
122932,Plumtree School,,,,True
122933,Orchard School,1051721,,,True
122934,The Mount Preparatory School,,,,False
122936,Nottingham Girls' High School,306983,00006400,,True
122937,Lammas School,,,,False
122938,Salterford House School,,,,True
122939,Woodlands School,1059653,,,False
122940,Trent Fields Preparatory School,,,,False
122941,The Iona School,516999,01911659,,True
122942,The King's Meadows School,,,,False
122943,The Mansfield Preparatory School,,,,False
122944,Jamia Arabia Manchester,,,,False
122945,Al Karam Secondary School,,,,False
122946,Djanogly City Technology College,,,,False
123274,Tudor Hall School,1042783,02995266,,True
123275,Bloxham School,1076484,03779976,,True
123276,Rupert House School,309648,00569365,,True
123277,Kingham Hill School,,,,True
123278,Sibford School,1068256,03487651,,True
123279,St John's Priory School,,,,True
123280,St Mary's Preparatory,,02313425,,True
123281,Chiltern House School,,,,False
123282,The Oratory School,,,,True
123283,Cokethorpe School,309650,00767293,,True
123284,Carmel College,309559,,,False
123285,Shiplake College,,,,True
123286,Oratory Preparatory School,,12267555,,True
123287,Christ Church Cathedral School,,,,True
123288,Dragon School,309676,00524331,,True
123289,Greycotes School,,,,False
123290,Headington School,,,,True
123291,New College School,,,,True
123292,St Edward's School,309681,00116784,,True
123293,Summer Fields School,,,,True
123294,Wychwood School,309684,00380424,,True
123295,Rye St Antony,309685,00612426,,True
123296,The Squirrel School,,,,False
123297,Cothill House,309639,00961616,,True
123298,Our Lady's Abingdon,1120372,06269288,,True
123299,St Hugh's School,309640,00913833,,True
123300,Radley College,,RC000611,,True
123301,Pinewood School,309642,00339394,,True
123302,Heathfield St Mary's School,,,,False
123303,Cranford House School Trust Limited,280883,01510524,,True
123304,Ferndale House Preparatory School,,,,False
123305,Millbrook House School,,,,False
123306,Moulsford Preparatory School,309643,00894361,,True
123307,Josca's Preparatory School,309644,,,False
123308,The Manor Preparatory School,900347,02454554,,True
123309,Our Lady's Convent Junior School,,,,False
123310,Oxford High School,306983,00006400,,True
123311,Magdalen College School,295785,02106661,,True
123312,Abingdon School,1071298,03625063,,True
123313,St Helen and St Katharine,,,,True
123314,St Andrew's School,,,,False
123315,The King's School,,,,True
123316,Scott's House School,,,,False
123317,Emmanuel Christian School,1073526,02498497,,True
123318,d'Overbroeck's,,01501239,,True
123319,Windrush Valley School,,,,True
123320,Bruern Abbey School,,,,True
123321,St Clare's Oxford,,,,False
123323,Edward Greenes Tutorial Establishment,,,,False
123324,Collingham Oxford,,,,False
123325,Abacus College At Threeways House,,,,False
123327,Kitebrook House,,,,False
123599,Bedstone College,,10438437,,True
123600,Ellesmere College,1103049,05066406,,True
123601,Moffats School,,00374532,,False
123602,Adcote School for Girls,528407,,,True
123603,Oswestry School Bellan House,,,,False
123604,Moreton Hall School,528409,00787642,,True
123605,Packwood Haugh School,528411,,,True
123606,Kingsland Grange School,,,,False
123607,Prestfelde School,1102931,05023969,,True
123608,Shrewsbury School,528413,,,True
123609,The Old Hall School,,,,True
123610,Wrekin College,,,,True
123611,Castle House School,510515,01515144,,True
123613,Oswestry School,1079822,03931222,,True
123614,St Winefride's Convent School,,,,True
123615,The White House School,,,,False
123616,Birchfield School,528420,00714698,,True
123617,Moor Park School,,,,True
123618,Cotsbrook Community School,,,,False
123620,Shrewsbury High School,306983,00006400,,True
123622,The Dower House School,,,,False
123623,Concord College,326279,01503040,,True
123626,Prince-Phillimore School,,,,False
123627,Thomas Telford School,,,,True
123904,Bruton School for Girls,1085577,04094352,,True
123905,King's Bruton,,,,True
123906,St Christopher's School,,,,False
123907,Rossholme School,,,,False
123908,Perrott Hill,310278,,,True
123909,All Hallows School,310281,00722996,,True
123910,Downside School,1158507,09124570,,True
123911,Millfield School,310283,00522385,,True
123912,King's College Taunton,,,,True
123913,Queen's College,1142794,07649422,,True
123914,Taunton School,1081420,04005803,,True
123915,The Beehive Pre-Preparatory School,,,,False
123916,Wells Cathedral School,310212,00564883,,True
123917,The Park School,310214,00593878,,False
123918,Ravenscroft School,,,,False
123919,St Martin's School,,,,False
123921,Millfield Preparatory School,,,,True
123922,King's Bruton Pre-Preparatory School,,,,False
123923,Buckland School,,,,False
123924,Cedar School,,,,False
123925,Childscourt School,,,,False
123926,Quantock School,,,,False
123927,Chard School,310219,,,True
123928,Southleigh Kindergarten,,,,False
123930,Wellington School,,,,True
123931,Hazlegrove Preparatory School,,,,True
123932,Millfield Pre-Preparatory School,,,,False
123934,King's Hall School,,,,True
123935,Manor Independent School,,,,False
123937,Chilton Cantelo School,,02313425,,False
124470,Abbots Bromley School,1103321,05018628,,False
124471,St. Dominic's Grammar School,,,,True
124472,St Bede's School,,,,False
124473,Denstone College,1102588,05010957,,True
124474,Lichfield Cathedral School,1137481,07302696,,True
124475,Brooklands Preparatory School,528616,,,False
124476,St Dominic's Priory School,1141147,07563439,,True
124477,The Yarlet School,,,,True
124478,St John's Preparatory School,1006148,,,False
124479,Wolstanton Preparatory School,,,,False
124480,Hanbury Preparatory School,,,,False
124481,Edenhurst Preparatory School,,,,True
124482,Denstone College Preparatory School,1102929,05035260,,False
124484,St Joseph's Preparatory School,,,,True
124485,St Dominic's Independent Junior School,512798,01507214,,False
124486,Chase Grammar School,,,,True
124487,Newcastle-under-Lyme School,1124463,06611453,,True
124489,Stafford Grammar School,513031,01657702,,True
124490,Vernon Lodge Preparatory School,,,,False
124491,The Groves Preparatory School,,,,False
124492,Care Today (Childrens Service),,,,False
124493,Friars Walk School,,,,False
124865,Stoke College,310487,00931240,,True
124866,Orwell Park School,,,,True
124867,Eversley School,,,,False
124868,Saint Felix School,310482,00316883,,True
124869,Starting Points (Southfield PNEU),,,,False
124870,Summerhill School,1089804,,,True
124871,Fairfield Preparatory School,,,,False
124872,Fairstead House,276787,01391805,,True
124873,Old Buckenham Hall School,,,,True
124874,Hillcroft Preparatory School,,,,False
124875,Barnardiston Hall Preparatory School,,,,True
124876,South Lee School,310491,00698102,,True
124877,Moreton Hall School,280927,01509238,,False
124878,Amberfield School,,,,False
124880,School of Jesus and Mary,,,,False
124881,Ipswich School,310493,,,True
124882,St Joseph's Oakhill,,,,False
124883,St Joseph's College,1051688,03142500,,True
124884,Framlingham College,,,,True
124885,The Old School,,,,True
124886,Culford School,1142794,07649422,,True
124887,Woodbridge School,,,,True
124888,Ipswich High School,,10875162,,True
124889,Royal Hospital School,,,,True
124891,Briar Independent School,,,,False
124892,Finborough School,,,,True
124893,Brookes UK,,,,True
124894,Shi-Tennoji School,,,,False
124896,The International Community School,,,,False
124898,St George's School,,,,False
124899,Felixstowe International College,,,,True
124900,Culford Preparatory School,,,,False
125317,Aberdour Preparatory School,312033,00998221,,True
125318,Banstead Preparatory School,1016538,02780748,,True
125319,Priory School,1016538,02780748,,False
125320,St Catherine's School,260815,,,True
125321,Reeds School,,,,True
125322,Prior's Field School,312038,00667700,,True
125323,Cranleigh School,1070856,03595824,,True
125324,Nower Lodge School,,,,False
125325,New Lodge School,,,,False
125326,Parkside School,312041,00667817,,True
125327,Virginia Water Preparatory School,312042,,,False
125328,Bishopsgate School,1060511,03303687,,True
125329,Kingswood House School,312044,00770891,,True
125330,Lynton Preparatory School,,,,False
125331,St Christopher's School Trust (Epsom) Ltd,,,,True
125332,Epsom College,,,,True
125333,Rowan Preparatory School,312047,,,True
125334,Claremont Fan Court School,274664,01262373,,True
125335,Milbourne Lodge School,,02313425,,True
125336,Duke of Kent School,1064183,03424289,,True
125337,Edgeborough School,,,,True
125338,Frensham Heights School,,,,True
125339,Elmhurst School for Dance,1040286,02932622,,False
125340,Charterhouse,312054,,,True
125341,St Hilary's School,312056,00862466,,True
125342,Guildford High School,1016538,02780748,,True
125343,Lanesborough School,,,,False
125344,Rydes Hill Preparatory School,299411,02257924,,True
125345,Tormead School,312057,00485947,,True
125346,Amesbury,312058,00984771,,True
125347,St Edmund's School Trust Ltd,278301,01425355,,True
125348,The Royal School,1016538,02780748,,True
125349,City of London Freemen's School,,,,True
125350,Parsons Mead School,,,,False
125351,Downsend School,,,,True
125352,Manor House School,307347,00620219,,True
125353,St John's School,,,,True
125354,St Michael's School,,,,False
125355,The Hawthorns School,312067,00949504,,True
125356,Dunottar School,1016538,02780748,,True
125357,Micklefield School,,,,True
125358,Reigate St Mary's Preparatory School,1081898,03954365,,False
125359,Feltonfleet,312070,00911933,,True
125360,The Danesfield Manor School,270901,00867944,,True
125361,St George's College Weybridge,1017853,02789023,,True
125362,St Maur's School,,,,False
125363,Wallop School,,,,False
125364,Woodcote House School,,,,True
125365,King Edward's School Witley,311997,,,True
125366,Barrow Hills School,311997,,,True
125367,St Andrew's Woking School Trust,297580,01942216,,True
125368,Aldro School,312072,00937890,,True
125369,Woldingham School,1125376,06636665,,True
125370,Lyndhurst School,,,,True
125371,St Catherine's School,260815,,,False
125372,Oakhyrst Grange School,325043,,,True
125373,Flexlands School,,,,False
125374,Shrewsbury House Pre Preparatory School,297656,,,True
125375,Notre Dame Senior School,1081875,03898262,,True
125376,Belmont School,,,,True
125377,Glenesk School,,02313425,,True
125378,Little Downsend Epsom,,02313425,,True
125379,Emberhurst School,,,,False
125380,Ewell Castle School,312079,00788782,,True
125381,Drayton House School,,,,False
125382,St Ives School,312080,00724728,,True
125383,Grantchester House School,,,,False
125384,"Downsend School, Leatherhead Lodge",,,,False
125385,"Moon Hall School, Reigate",803481,02485159,,True
125386,Hazelwood School,312081,00925581,,True
125387,Lingfield College,295598,02072135,,True
125388,Box Hill School,312082,00700927,,True
125389,Danes Hill School,269433,01194206,,True
125390,Laverock School,312083,,,False
125391,Ripley Court School,,,,True
125392,Barfield Prep School,309639,00961616,,True
125393,Longacre School,1096567,04680792,,True
125394,Chinthurst School,1081898,03954365,,True
125395,Bramley School,,,,False
125396,Westward School,,,,True
125397,Hoe Bridge School,295808,02086298,,True
125398,Cable House School,,,,False
125399,Greenfield School,295145,02035304,,True
125400,Halstead Preparatory School,,,,True
125401,Oakfield School,,,,False
125402,St Teresa's School,1095103,04509623,,True
125404,St Johns Beaumont,,,,True
125405,Little Downsend Leatherhead,,02313425,,True
125406,Copthorne Preparatory School,270757,01239211,,True
125407,Hall Grove School,,,,True
125408,Haslemere Preparatory School,,,,False
125409,Coniston School,,,,False
125410,Cheswycks School,,,,False
125411,Halliford School,312090,00575324,,True
125412,St David's School,,,,False
125413,The Laurels Preparatory School,,,,False
125414,Staines Preparatory School,296691,02114440,,True
125415,Doods Brow School,,,,False
125416,Cranmore School,1138636,07382382,,True
125417,Wispers School,,,,False
125418,Clewborough House Preparatory School,,,,False
125419,Trees School,,,,False
125420,Essendene Lodge School,,,,True
125421,ACS Cobham International School,1179820,00910010,,True
125422,Reigate Grammar School,1081898,03954365,,True
125423,T A S I S,,,,True
125424,The Royal Grammar School Guildford,,,,True
125425,Sir William Perkins's School,1060597,03298142,,True
125426,Redehall Preparatory School,281554,,,False
125427,Caterham School,1016538,02780748,,True
125428,The Yehudi Menuhin School,312010,00818389,,True
125429,Coworth-Flexlands School,309109,01019290,,True
125430,Abinger Hammer Village School,,,,False
125431,Nanhurst School,,,,False
125432,Little Downsend Ashtead,,,,True
125435,Warlingham Park School,,,,True
125437,Weston Green Preparatory School,,08028529,,True
125438,The Cornerstone School,1001869,CE023915,,False
125439,International School of London (Surrey) Limited,,,,False
125440,Surrey College,,,,False
125441,Tudor Lodge School,,,,False
125442,Hurtwood House School,,,,True
125443,St George's Junior School Weybridge,,,,True
125444,Caterham Prep,,,,True
125445,Henry Tudor School,,,,False
125446,The Grange School,,,,False
125447,Notre Dame Preparatory School,1081875,03898262,,True
125448,St Teresa's Preparatory School,,,,False
125449,Peaslake School,,,,False
125450,Charlwood House,,,,False
125772,Crackley Hall School,,,,True
125773,Bilton Grange School,,,,True
125774,Arnold Lodge School,,,,True
125775,The Kingsley School,1088057,04252305,,True
125776,New College,,,,False
125777,Rugby School,528752,,,True
125778,The Croft Preparatory School,,,,True
125779,Emscote Lawn School,,,,False
125780,Warwick Preparatory School,1088057,04252305,,True
125781,Warwick School,,,,True
125782,Wroxall Abbey School,528777,,,False
125783,Abbotsford School,,,,False
125784,Crescent School,1087124,04177718,,True
125785,The Elfin Pre-Preparatory and Nursery School,,,,False
125786,Ardenhurst School,,,,False
125787,Princethorpe College,1087124,04177718,,True
125788,King's High School,,,,True
125789,Milverton House School,,,,False
125791,Stratford Preparatory School,,,,True
125792,Emscote House School,,,,False
125793,Lucy Locket Kindergarten,,,,False
126104,Oakwood School,1105033,05055346,,True
126105,Westbourne House School,307034,00902869,,True
126106,Cottesmore School,,,,True
126107,Christ's Hospital,1120090,06232556,,True
126108,Lancing College,1076483,03779985,,True
126109,Dorset House School,,,,True
126110,Seaford College,,,,True
126111,Pennthorpe School,307043,00799603,,True
126112,Shoreham College,307045,00875915,,True
126113,Windlesham House School,,,,True
126114,Lancing College Preparatory School at Worthing,1155150,08808550,,True
126115,Our Lady of Sion School,1121398,06084975,,True
126116,Woodfield House School,,,,False
126117,Northgate House School,,,,False
126118,Conifers School,1082376,04001239,,True
126119,Slindon College,1028125,02823749,,True
126120,Sandhurst School,,,,False
126121,Sompting Abbotts School,,,,True
126122,The Prebendal School,1157782,09038149,,True
126123,St Margaret's Senior School,,,,False
126124,The Towers Convent School,229394,,,False
126125,Lavant House,307372,00887413,,False
126126,Farlington School,307048,00864831,,True
126127,Arundale School,307049,,,False
126128,St Joseph's Dominican School,,,,False
126129,Southdown Pre-Preparatory School and Nursery,,,,False
126130,Great Ballard School,,,,True
126132,Rikkyo School-in-England,306987,,,True
126133,Ardingly College,1076456,03779971,,True
126134,Burgess Hill Girls,307001,00289787,,True
126135,Great Walstead School,307002,00751662,,True
126136,Hurstpierpoint College,1076498,03779893,,True
126137,Worth School,1093914,04476558,,True
126138,Mill Hall School for Deaf Children,,,,False
126140,Fonthill Lodge,,,,False
126142,St Peter's School,,,,False
126143,Handcross Park School,307038,00932584,,True
126144,Tavistock and Summerhill School,800086,,,False
126145,Ardmore School,,,,False
126146,The Acorns School,,,,False
126147,Kingsway School,,,,False
126148,St Margaret's School,,,,False
126150,Brambletye School,307003,00957506,,True
126151,Highfield and Brookham Schools Ltd,,,,True
126512,Stonar School,309481,,,True
126513,St Mary's School (Snr) and St Margaret's School (Prep),,,,True
126514,Grittleton House School,,,,False
126515,St Mary's School,,,,False
126516,Marlborough College,309486,,,True
126517,Chafyn Grove School,1119907,06267911,,True
126518,Salisbury Cathedral School,1093554,04461932,,True
126519,The Godolphin School,309488,08527491,,True
126520,Leaden Hall School,309489,,,False
126521,Sandroyd School,309490,00552767,,True
126522,Warminster School,1042204,02990649,,True
126523,Avondale Preparatory School,,,,True
126524,Heywood Prep,,03612600,,True
126525,Kingsbury Hill House School,,,,False
126526,St Francis School,298522,02164880,,True
126527,Swan School for Boys,,,,False
126528,Leehurst Swan School,800158,02306881,,True
126529,Roundstone Preparatory School,,,,False
126530,The Mill School,,,,False
126531,St Andrew Day School,,,,False
126532,Dauntsey's School,1115638,05872694,,True
126533,Cricklade Manor Prep,,08982719,,True
126534,Stourbridge House School,,,,False
126536,Maranatha Christian School,1092273,,,True
126537,Stepping Stones Pre Preparatory School and Nursery,,,,False
126538,Oakley Court School,,,,False
126540,South Hills School,,,,False
126541,The Orchard School,,,,False
126543,The Fledglings Kindergarten,,,,False
126568,International School of London,,,,False
126569,Hampstead International School,,,,False
126570,Hampstead Hill Pre-Preparatory School,,,,False
126571,Davies College,,,,False
126572,The Learning Centre School,,,,False
126573,The Swan Phoenix School,,,,False
126586,Frant Court Ch (E),,,,False
126608,Hyderabad Islamic School,,,,False
126609,Beis Ahaion School,,,,False
126610,Stoke Newington Mission Paradigm School,,,,False
126611,The Home School of Stoke Newington,,,,False
126620,Apex Primary School,,,,True
126624,Carroll School,,,,False
126625,Marist Convent School,,,,False
126626,March Hare Montessori School,,,,False
126635,Newcourt Centre Christian School,,,,False
126636,Classes Francophones De Londres,1003583,,,False
126643,The American International School,,,,False
126644,Milestone College,,,,False
126645,Greek Embassy School,,,,False
126646,Dolphin School,,,,False
126647,L'Ecole Des Petits,,,,False
126648,Prowess School,,,,False
126653,Oakdale Preparatory School,,,,False
126665,Hillcrest Community School,,,,False
126678,Community College London for 2000,,,,False
