org_id_a,org_id_b,name
GB-SC-SC024201,GB-COH-SC139465,OBAN & LORN COMMUNITY ENTERPRISE LIMITED
GB-SC-SC024222,GB-COH-SC270360,SHETLAND LINK UP
GB-SC-SC024228,GB-COH-SC159925,COLUMCILLE LIMITED
GB-SC-SC024250,GB-COH-SC293106,FEIS SPE
GB-SC-SC024254,GB-COH-SC365015,FIFE GINGERBREAD
GB-SC-SC024256,GB-COH-SC162021,HARMENY EDUCATION TRUST LIMITED
GB-SC-SC024263,GB-COH-SC224775,WEST END FESTIVAL (GLASGOW)
GB-SC-SC024299,GB-COH-SC161693,GLASGOW CENTRE FOR INCLUSIVE LIVING
GB-SC-SC024310,GB-COH-SC162386,THE SCOTTISH TARTANS AUTHORITY
GB-SC-SC024328,GB-COH-SC274440,REFUGEE SURVIVAL TRUST
GB-SC-SC024375,GB-COH-SC374997,HELD IN OUR HEARTS LIMITED
GB-SC-SC024376,GB-COH-SC255005,CVS INVERCLYDE
GB-SC-SC024407,GB-COH-SC162884,HISTORIC CHURCHES SCOTLAND
GB-SC-SC024455,GB-COH-SC349254,TRINITY AFTER SCHOOL CLUB
GB-SC-SC024461,GB-COH-SC376520,HOMEAID WEST LOTHIAN LTD
GB-SC-SC024466,GB-COH-SC163427,THE SCOTTISH LITERARY TOUR TRUST
GB-SC-SC024467,GB-COH-SC197859,LASC CHILDCARE SERVICES LTD
GB-SC-SC024473,GB-COH-SC163596,"LESBIAN, GAY & BISEXUAL COMMUNITY PROJECT LIMITED"
GB-SC-SC024495,GB-COH-SC163598,NEW DIRECTIONS WEST LOTHIAN
GB-SC-SC024518,GB-COH-SC163826,STRICHEN COMMUNITY PARK COMPANY
GB-SC-SC024540,GB-COH-SC253868,ALTERNATIVES WEST DUNBARTONSHIRE CDS
GB-SC-SC024551,GB-COH-SC164046,NORTHERN HOUSING COMPANY LIMITED
GB-SC-SC024589,GB-COH-SC361942,CRICHTON FOUNDATION
GB-SC-SC024647,GB-COH-SC320760,GLASGOW NORTH EAST CARERS CENTRE
GB-SC-SC024681,GB-COH-SC163935,BAIL'UR OSTAIG
GB-SC-SC024697,GB-COH-SC164507,INCLUSION GLASGOW
GB-SC-SC024713,GB-COH-SC163829,EASTGATE THEATRE (PEEBLES) LIMITED
GB-SC-SC024726,GB-COH-SC221205,MORAY REACH OUT
GB-SC-SC024764,GB-COH-SC229632,AULDEARN COMMUNITY TRUST
GB-SC-SC024787,GB-COH-SC687827,WESTER ROSS FISHERIES TRUST
GB-SC-SC024792,GB-COH-SC182710,SNAP SPECIAL NEEDS ACTION PROJECT
GB-SC-SC024867,GB-COH-SC185728,GLENBURN RESOURCE CENTRE
GB-SC-SC024885,GB-COH-SC280857,HOME-START CAITHNESS
GB-SC-SC024893,GB-COH-SC166115,LUDUS BAROQUE
GB-SC-SC024898,GB-COH-SC157235,NORTH EDINBURGH DEMENTIA CARE
GB-SC-SC024900,GB-COH-SC166162,GLASGOW INDEPENDENT STUDIO
GB-SC-SC024911,GB-COH-SC258639,ALSORTS
GB-SC-SC024914,GB-COH-SC276934,EAST AYRSHIRE CARERS CENTRE
GB-SC-SC024967,GB-COH-SC281185,BORDERS INDEPENDENT ADVOCACY SERVICE
GB-SC-SC024975,GB-COH-SC402171,BIRNAM ARTS
GB-SC-SC024995,GB-COH-SC166714,WORLD FINANCE INITIATIVE
GB-SC-SC025038,GB-COH-SC292009,WEST OF SCOTLAND REGIONAL EQUALITY COUNCIL
GB-SC-SC025264,GB-COH-SC448878,BUTTERFLY NURSERY SCOTLAND
GB-SC-SC025308,GB-COH-SC380020,LEARNING LINK SCOTLAND
GB-SC-SC025309,GB-COH-SC219319,TULLOCHAN
GB-SC-SC025333,GB-COH-SC165997,HYPER BARIC OXYGEN TREATMENT TRUST
GB-SC-SC025334,GB-COH-SC168624,CASTLEHILL HOUSING TRUST
GB-SC-SC025336,GB-COH-SC361385,DUNEDIN CONCERTS TRUST LIMITED
GB-SC-SC025362,GB-COH-SC375261,NORTH AYRSHIRE FORUM ON DISABILITY
GB-SC-SC025366,GB-COH-SC236539,FAMILIES OUTSIDE
GB-SC-SC025416,GB-COH-SC168923,KILCHOAN COMMUNITY CENTRE LIMITED
GB-SC-SC025474,GB-COH-SC240729,PLAY MIDLOTHIAN
GB-SC-SC025477,GB-COH-SC228140,DENNYLOANHEAD COMMUNITY HALL LIMITED
GB-SC-SC025484,GB-COH-SC217924,SEABOARD MEMORIAL HALL LTD
GB-SC-SC025500,GB-COH-SC253124,BROUGHTON AFTER SCHOOL CLUB
GB-SC-SC025516,GB-COH-SC170166,FLORABANK HOME LIMITED
GB-SC-SC025535,GB-COH-SC168554,PATHS FOR ALL PARTNERSHIP
GB-SC-SC025550,GB-COH-SC169848,STRATHCLYDE HOUSE TRUST LIMITED
GB-SC-SC025599,GB-COH-SC283415,YMCA GLENROTHES
GB-SC-SC025609,GB-COH-SC170339,ISLE OF EIGG HERITAGE TRUST
GB-SC-SC025610,GB-COH-SC170704,ARDNAMURCHAN LIGHTHOUSE TRUST
GB-SC-SC025619,GB-COH-SC207493,PBC FOUNDATION (UK) LIMITED
GB-SC-SC025630,GB-COH-SC249670,LAIRG COMMUNITY ASSOCIATION
GB-SC-SC025640,GB-COH-SC170889,THE GLOBAL CONCERNS TRUST
GB-SC-SC025642,GB-COH-SC258568,RAPE CRISIS SCOTLAND
GB-SC-SC025643,GB-COH-SC171155,LIFELINK
GB-SC-SC025649,GB-COH-SC236685,CALLANDER YOUTH PROJECT TRUST
GB-SC-SC025668,GB-COH-SC170673,PROJECT TRUST
GB-SC-SC025687,GB-COH-SC220447,ANGUS INDEPENDENT ADVOCACY
GB-SC-SC025702,GB-COH-SC171838,CENTRE FOR HUMAN ECOLOGY
GB-SC-SC025706,GB-COH-SC171840,MCLAREN COMMUNITY LEISURE CENTRE HOLDINGS
GB-SC-SC025729,GB-COH-SC213637,CENTRAL ADVOCACY PARTNERS
GB-SC-SC025747,GB-COH-SC172033,OCEANALLOVER
GB-SC-SC025765,GB-COH-SC172052,HUNTLY SPORTS TRUST
GB-SC-SC025810,GB-COH-SC172225,ANNEXE THEATRE PRODUCTIONS
GB-SC-SC025818,GB-COH-SC172371,GLASGOW SCIENCE CENTRE CHARITABLE TRUST
GB-SC-SC025837,GB-COH-SC172288,SCOTTISH SEABIRD CENTRE
GB-SC-SC025995,GB-COH-SC172897,MULL AND IONA COMMUNITY TRUST
GB-SC-SC026039,GB-COH-SC173180,PEOPLE FIRST (SCOTLAND)
GB-SC-SC026041,GB-COH-SC172235,NAIRN COMMUNITY & ARTS CENTRE
GB-SC-SC026043,GB-COH-SC173262,FIFE HISTORIC BUILDINGS TRUST
GB-SC-SC026052,GB-COH-SC212062,ANGUS CARERS ASSOCIATION
GB-SC-SC026063,GB-COH-SC287109,VOLUNTEER CENTRE BORDERS
GB-SC-SC026074,GB-COH-SC173320,LINNHE LEISURE
GB-SC-SC026076,GB-COH-SC173232,WHO CARES? SCOTLAND
GB-SC-SC026116,GB-COH-SC190563,MYELOMA UK
GB-SC-SC026190,GB-COH-SC221947,CORSTORPHINE DEMENTIA PROJECT LIMITED
GB-SC-SC026213,GB-COH-SC169284,BAILLIESTON COMMUNITY CARE
GB-SC-SC026231,GB-COH-SC115066,WAVERLEY HOUSING
GB-SC-SC026233,GB-COH-SC313463,YOUTH COMMUNITY SUPPORT AGENCY
GB-SC-SC026246,GB-COH-SC171248,THE KNOYDART FOUNDATION
GB-SC-SC026254,GB-COH-SC171506,BALLATER (RD) LIMITED
GB-SC-SC026265,GB-COH-SC174432,ORKNEY CITIZENS ADVICE BUREAU
GB-SC-SC026270,GB-COH-SC212971,EDINBURGH YOUNG CARERS
GB-SC-SC026317,GB-COH-SC169412,THE INCLUSION GROUP (DUNDEE)
GB-SC-SC026347,GB-COH-SC333645,WEST LOTHIAN YOUTH ACTION PROJECT
GB-SC-SC026351,GB-COH-SC173950,MULL & IONA COMMUNITY ENTERPRISE LIMITED
GB-SC-SC026543,GB-COH-SC175217,HARMONY ROW YOUTH CLUB
GB-SC-SC026564,GB-COH-SC178735,BERWICKSHIRE RECREATION EDUCATION SPORTS TRUST
GB-SC-SC026570,GB-COH-SC413697,HUMANIST SOCIETY SCOTLAND
GB-SC-SC026602,GB-COH-SC174907,ELUTHERIA COMPANY LIMITED
GB-SC-SC026608,GB-COH-SC218678,SOUTHWEST ARTS AND MUSIC PROJECT
GB-SC-SC026631,GB-COH-SC175926,DUNDEE CONTEMPORARY ARTS LIMITED
GB-SC-SC026655,GB-COH-SC175918,FEDERATION FOR INDUSTRY SECTOR SKILLS & STANDARDS
GB-SC-SC026678,GB-COH-SC184712,TAIN HERITAGE TRUST
GB-SC-SC026679,GB-COH-SC173583,HIGHLAND CROSS
GB-SC-SC026688,GB-COH-SC363714,EIGHTEEN AND UNDER
GB-SC-SC026691,GB-COH-SC358232,BLACKBURN FAMILY CENTRE LIMITED
GB-SC-SC026699,GB-COH-SC357491,MOVING ON EMPLOYMENT PROJECT LIMITED
GB-SC-SC026794,GB-COH-SC169169,THEWEL
GB-SC-SC026869,GB-COH-SC177266,NORTH WEST SUTHERLAND COUNCIL FOR COMMUNITY ACTION
GB-SC-SC026876,GB-COH-SC162536,ISLE OF EIGG COMMUNITY ASSOCIATION
GB-SC-SC026889,GB-COH-SC206865,INCLUSION ALLIANCE LIMITED
GB-SC-SC026900,GB-COH-SC173556,EDINBURGH BUSINESS SCHOOL
GB-SC-SC026908,GB-COH-SC177502,DRAKE MUSIC SCOTLAND
GB-SC-SC026915,GB-COH-SC260570,OXGANGS AFTER SCHOOL CLUB
GB-SC-SC026926,GB-COH-SC332446,AUCHENBLAE & DISTRICT COMMUNITY ASSOCIATION
GB-SC-SC026943,GB-COH-SC173781,PREGNANCY COUNSELLING & CARE (SCOTLAND)
GB-SC-SC026957,GB-COH-SC190756,NEW RHYTHMS FOR GLASGOW
GB-SC-SC026958,GB-COH-SC241593,ARTS AND COMMUNITIES ASSOCIATION
GB-SC-SC026976,GB-COH-SC338099,TALK MATTERS
GB-SC-SC026983,GB-COH-SC178293,MOVE ON
GB-SC-SC026984,GB-COH-SC178428,QUILT ART
GB-SC-SC026987,GB-COH-SC178379,COLUMBA 1400
GB-SC-SC027000,GB-COH-SC366908,CARERS OF EAST LOTHIAN
GB-SC-SC027009,GB-COH-SC339990,INSIGHT COUNSELLING
GB-SC-SC027015,GB-COH-SC178060,CITIZENS ADVICE AND RIGHTS FIFE LIMITED
GB-SC-SC027029,GB-COH-SC178331,ISLE OF JURA DEVELOPMENT TRUST
GB-SC-SC027037,GB-COH-SC208831,RUTHERGLEN COMMUNITY CARERS
GB-SC-SC027040,GB-COH-SC178916,HEARTS AND MINDS LIMITED
GB-SC-SC027102,GB-COH-SC178838,EILEAN EISDEAL
GB-SC-SC027124,GB-COH-SC268724,BHARATIYA ASHRAM
GB-SC-SC027136,GB-COH-SC222996,VIEWPARK FAMILY CENTRE ASSOCIATION LIMITED
GB-SC-SC027150,GB-COH-SC179351,WESTER HAILES YOUTH AGENCY
GB-SC-SC027163,GB-COH-SC179736,SEAGULL TRUST CRUISES
GB-SC-SC027180,GB-COH-SC419193,DUNDEE INDEPENDENT ADVOCACY SUPPORT
GB-SC-SC027182,GB-COH-SC261893,RAINBOW FRIENDSHIP CENTRE LIMITED
GB-SC-SC027221,GB-COH-SC217561,HEARING AND SIGHT CARE
GB-SC-SC027335,GB-COH-SC180581,HOUSING OPTIONS SCOTLAND
GB-SC-SC027341,GB-COH-SC178214,TILLICOULTRY CENTENARY HALL COMPANY LIMITED
GB-SC-SC027347,GB-COH-SC185631,PORT WILLIAM INSHORE RESCUE SERVICE
GB-SC-SC027396,GB-COH-SC180590,FROZEN CHARLOTTE PRODUCTIONS LTD
GB-SC-SC027397,GB-COH-SC241368,DUNBLANE YOUTH AND SPORTS CENTRE TRUST
GB-SC-SC027450,GB-COH-SC179259,EDINBURGH LEISURE
GB-SC-SC027469,GB-COH-SC254039,WESTERN ISLES ASSOCIATION FOR MENTAL HEALTH
GB-SC-SC027470,GB-COH-SC543017,WEST LOTHIAN LEISURE
GB-SC-SC027481,GB-COH-SC173308,PERTH AND KINROSS COUNTRYSIDE TRUST
GB-SC-SC027489,GB-COH-SC181899,BALLANTRAE RURAL INITIATIVE CARE IN THE COMMUNITY LIMITED
GB-SC-SC027544,GB-COH-SC182862,COMMUNITIES HOUSING TRUST
GB-SC-SC027560,GB-COH-SC182935,CAPELLA CHARITY
GB-SC-SC027577,GB-COH-SC158867,POSITIVE ACTION IN HOUSING LIMITED
GB-SC-SC027578,GB-COH-SC244806,VOLUNTEER CENTRE MIDLOTHIAN
GB-SC-SC027590,GB-COH-SC182878,CRATHIE OPPORTUNITY HOLIDAYS
GB-SC-SC027601,GB-COH-SC181428,SMILECHILDCARE
GB-SC-SC027609,GB-COH-SC219244,OXGANGS CARE
GB-SC-SC027612,GB-COH-SC244154,VOLUNTARY SECTOR GATEWAY WEST LOTHIAN
GB-SC-SC027619,GB-COH-SC314091,CASTLEMILK LAW & MONEY ADVICE CENTRE
GB-SC-SC027649,GB-COH-SC213687,SCOTTISH UNION OF SUPPORTED EMPLOYMENT
GB-SC-SC027669,GB-COH-SC184248,SCOTTISH BOOK TRUST
GB-SC-SC027681,GB-COH-SC184374,HANSEL ALLIANCE
GB-SC-SC027690,GB-COH-SC432921,AMINA - THE MUSLIM WOMEN'S RESOURCE CENTRE
GB-SC-SC027691,GB-COH-SC222370,BURGHEAD AMENITIES ASSOCIATION
GB-SC-SC027692,GB-COH-SC200547,BEMIS (SCOTLAND)
GB-SC-SC027700,GB-COH-SC184477,NORTH EDINBURGH ARTS
GB-SC-SC027715,GB-COH-SC184879,HERE WE ARE
GB-SC-SC027752,GB-COH-SC167667,KINLOCHLEVEN COMMUNITY TRUST
GB-SC-SC027771,GB-COH-SC184821,FRIENDS OF THE AWARD IN EDINBURGH & THE LOTHIANS
GB-SC-SC027773,GB-COH-SC181430,THE HEALTH AGENCY
GB-SC-SC027824,GB-COH-SC184572,THE RESEARCH CENTRE
GB-SC-SC027852,GB-COH-SC183408,SUPPORT FOR ORDINARY LIVING
GB-SC-SC027857,GB-COH-SC185467,PARTNERS IN ADVOCACY
GB-SC-SC027878,GB-COH-SC184887,CALMAN TRUST
GB-SC-SC027906,GB-COH-SC185652,AYRSHIRE HOUSING
GB-SC-SC027920,GB-COH-SC237431,LOCHBOISDALE AMENITY TRUST LIMITED
GB-SC-SC027933,GB-COH-SC395912,PLAY BORDERS
GB-SC-SC028019,GB-COH-SC201947,MALLAIG AND MORAR COMMUNITY CENTRE ASSOCIATION
GB-SC-SC028035,GB-COH-SC186907,EAST RENFREWSHIRE MENTAL HEALTH FORUM
GB-SC-SC028041,GB-COH-SC186901,COMMUNITY LIFESTYLES LIMITED
GB-SC-SC028078,GB-COH-SC187404,THE NEW SCOTTISH CHOIR AND ORCHESTRA
GB-SC-SC028100,GB-COH-SC213344,COMMUNITY HOUSING ADVOCACY PROJECT
GB-SC-SC028128,GB-COH-SC188025,MORVERN MARITIME CENTRE
GB-SC-SC028131,GB-COH-SC470015,CAMBO HERITAGE TRUST
GB-SC-SC028133,GB-COH-SC201464,THE STAR PROJECT
GB-SC-SC028140,GB-COH-SC187732,CASTLE DOUGLAS COMMUNITY INFORMATION TECHNOLOGY CENTRE
GB-SC-SC028174,GB-COH-SC188446,THE ECOLOGY CENTRE
GB-SC-SC028191,GB-COH-SC342186,WOMEN'S AID EAST AND MIDLOTHIAN LIMITED
GB-SC-SC028193,GB-COH-SC557763,CLYNE HERITAGE SOCIETY
GB-SC-SC028200,GB-COH-SC214679,KILMORY PUBLIC HALL
GB-SC-SC028216,GB-COH-SC201393,ELGIN YOUTH DEVELOPMENT GROUP
GB-SC-SC028224,GB-COH-SC188310,ABBEYVIEW KIDS CLUB LIMITED
GB-SC-SC028234,GB-COH-SC253334,VOLUNTARY ACTION SOUTH AYRSHIRE
GB-SC-SC028270,GB-COH-SC187739,MORAY ART CENTRE
GB-SC-SC028301,GB-COH-SC237521,EDINBURGH WOMEN'S AID LIMITED
GB-SC-SC028302,GB-COH-SC366348,HILL SQUARE EDUCATIONAL TRUST
GB-SC-SC028327,GB-COH-SC181737,INTO WORK
GB-SC-SC028354,GB-COH-SC190554,BLAIRGOWRIE COMMUNITY PROJECT
GB-SC-SC028355,GB-COH-SC190269,ATLANTIC CHALLENGE (SCOTLAND)
GB-SC-SC028378,GB-COH-SC293303,INDEPENDENT LIVING ASSOCIATION FORTH VALLEY
GB-SC-SC028393,GB-COH-SC221915,ORMLIE COMMUNITY ASSOCIATION LTD.
GB-SC-SC028453,GB-COH-SC382404,BIRSAY COMMUNITY ASSOCIATION
GB-SC-SC028457,GB-COH-SC203613,FIFE VOLUNTARY ACTION
GB-SC-SC028474,GB-COH-SC327447,FISCHY LIMITED
GB-SC-SC028479,GB-COH-SC191841,NANSEN HIGHLAND
GB-SC-SC028495,GB-COH-SC365767,MUIRHOUSE YOUTH DEVELOPMENT GROUP
GB-SC-SC028506,GB-COH-SC190351,ATRIUM HOMES
GB-SC-SC028516,GB-COH-SC336085,ARDGOUR MEMORIAL HALL
GB-SC-SC028542,GB-COH-SC188299,HOMES FOR LIFE HOUSING PARTNERSHIP
GB-SC-SC028546,GB-COH-SC236881,KEOSE AND GLEBE COMMUNITY ASSOCIATION
GB-SC-SC028549,GB-COH-SC192062,CREE VALLEY COMMUNITY WOODLANDS TRUST
GB-SC-SC028552,GB-COH-SC192819,CASTLEGATE ARTS LIMITED
GB-SC-SC028576,GB-COH-SC192982,POLLOKSHAWS BURGH HALL TRUST
GB-SC-SC028585,GB-COH-SC202445,KIRKCONNEL PARISH HERITAGE SOCIETY
GB-SC-SC028601,GB-COH-SC350693,BUTE JAZZ CONCERTS LTD
GB-SC-SC028614,GB-COH-SC302555,CLYDESDALE RDA
GB-SC-SC028621,GB-COH-SC289513,ANGUS RIDING FOR THE DISABLED
GB-SC-SC028657,GB-COH-SC284862,BRIDGING THE GAP (GORBALS ECUMENICAL PROJECT)
GB-SC-SC028660,GB-COH-SC190828,HOPSCOTCH CHILDREN'S CHARITY
GB-SC-SC028670,GB-COH-SC399130,RAVELRIG RIDING FOR THE DISABLED
GB-SC-SC028674,GB-COH-SC312503,MUIRFIELD RIDING THERAPY
GB-SC-SC028708,GB-COH-SC193525,CELTIC MEDIA FESTIVAL LIMITED
GB-SC-SC028725,GB-COH-SC510359,BROUGH LODGE TRUST
GB-SC-SC028765,GB-COH-SC194127,VANISHING POINT THEATRE COMPANY
GB-SC-SC028778,GB-COH-SC194021,CLAN SINCLAIR TRUST
GB-SC-SC028782,GB-COH-SC194387,MUIRHOUSE MILLENNIUM CENTRE LIMITED
GB-SC-SC028788,GB-COH-SC294415,THE BOHEMIANS LYRIC OPERA COMPANY
GB-SC-SC028814,GB-COH-SC193890,CHALLENGES WORLDWIDE LIMITED
GB-SC-SC028817,GB-COH-SC194707,EAST AYRSHIRE CITIZENS ADVICE BUREAU
GB-SC-SC028828,GB-COH-SC192526,MINARD COMMUNITY TRUST
GB-SC-SC028837,GB-COH-SC252664,HIGHLAND HOMELESS TRUST
GB-SC-SC028838,GB-COH-SC194864,CENTRE OF THERAPY & COUNSELLING STUDIES
GB-SC-SC028859,GB-COH-SC215169,LIBERTON AFTER SCHOOL CLUB
GB-SC-SC028874,GB-COH-SC219307,THE AYRSHIRE COMMUNITY TRUST
GB-SC-SC028887,GB-COH-SC194541,THE RUSSIAN CULTURAL CENTRE (SCOTLAND)
GB-SC-SC028889,GB-COH-SC194698,PATH (SCOTLAND)
GB-SC-SC028891,GB-COH-SC194542,FIRST STEP COMMUNITY PROJECT
GB-SC-SC028909,GB-COH-SC190521,ROSEMOUNT LIFELONG LEARNING
GB-SC-SC028919,GB-COH-SC231583,PATHWAYS SERVICES LIMITED
GB-SC-SC028934,GB-COH-SC195769,ISLE MARTIN TRUST
GB-SC-SC028984,GB-COH-SC193638,NEIGHBOURHOOD NETWORKS
GB-SC-SC028990,GB-COH-SC196326,LEEMAC CLINIC
GB-SC-SC029007,GB-COH-SC196218,COALITION FOR RACIAL EQUALITY AND RIGHTS
GB-SC-SC029021,GB-COH-SC189729,EILEAN BAN TRUST
GB-SC-SC029027,GB-COH-SC196243,THE ARRAN ACCESS TRUST
GB-SC-SC029029,GB-COH-SC189325,THE LAGGAN FOREST TRUST
GB-SC-SC029043,GB-COH-SC170335,MILLENNIUM LINK TRUST
GB-SC-SC029053,GB-COH-SC286639,ENGENDER
GB-SC-SC029061,GB-COH-SC195439,BOYNDIE TRUST LIMITED
GB-SC-SC029076,GB-COH-SC196854,BARRA CHILDREN'S CENTRE
GB-SC-SC029090,GB-COH-SC324923,GLASGOW THE CARING CITY
GB-SC-SC029091,GB-COH-SC251043,LOCHABER ENVIRONMENTAL GROUP
GB-SC-SC029107,GB-COH-SC197187,WISE WOMEN
GB-SC-SC029114,GB-COH-SC197570,NEW MEDIA SCOTLAND
GB-SC-SC029119,GB-COH-SC249115,GREATER POLLOK ENTERPRISE TRUST
GB-SC-SC029128,GB-COH-SC197473,KILLIN COMMUNITY BUS COMPANY
GB-SC-SC029149,GB-COH-SC197723,ART AID
GB-SC-SC029154,GB-COH-SC197229,GROUP FOR RECYCLING IN ARGYLL AND BUTE TRUST LIMITED
GB-SC-SC029160,GB-COH-SC209296,LANARKSHIRE CARERS CENTRE LTD
GB-SC-SC029162,GB-COH-SC164820,CLIFF HOUSE CARE LIMITED
GB-SC-SC029184,GB-COH-SC197784,FRESH START (SCOTLAND)
GB-SC-SC029190,GB-COH-SC149728,HIGHLAND THEOLOGICAL COLLEGE
GB-SC-SC029199,GB-COH-SC279913,CCPS - COALITION OF CARE AND SUPPORT PROVIDERS IN SCOTLAND
GB-SC-SC029208,GB-COH-SC197603,LANARKSHIRE COMMUNITY FOOD AND HEALTH PARTNERSHIP
GB-SC-SC029210,GB-COH-SC278156,SOCIAL ENTERPRISE NETWORK SCOTLAND
GB-SC-SC029233,GB-COH-SC198339,RIGHT2DANCE
GB-SC-SC029244,GB-COH-SC198519,CIVIL DEFENCE & EMERGENCY SERVICE PRESERVATION TRUST
GB-SC-SC029250,GB-COH-SC207039,PARTNERS IN PLAY
GB-SC-SC029266,GB-COH-SC198550,PARENT NETWORK SCOTLAND
GB-SC-SC029273,GB-COH-SC198442,SOUTH EAST AREA LIFESTYLE COMMUNITY HEALTH PROJECT
GB-SC-SC029305,GB-COH-SC198956,DUNBAR HARBOUR TRUST
GB-SC-SC029338,GB-COH-SC270878,BLACKHALL NURSERY
GB-SC-SC029358,GB-COH-SC199452,ECONOMIC DEVELOPMENT ASSOCIATION (SCOTLAND)
GB-SC-SC029386,GB-COH-SC199867,BEFRIENDERS HIGHLAND LIMITED
GB-SC-SC029401,GB-COH-SC199721,CONCERTO CALEDONIA
GB-SC-SC029403,GB-COH-SC199725,SCOTTISH ALLIANCE FOR CHILDREN'S RIGHTS
GB-SC-SC029439,GB-COH-SC193205,FJORD HORSE STUDBOOK SOCIETY LIMITED
GB-SC-SC029440,GB-COH-SC213148,LINKNET MENTORING LIMITED
GB-SC-SC029444,GB-COH-SC246445,PEELERS AFTER SCHOOL AND HOLIDAY CLUB LIMITED
GB-SC-SC029447,GB-COH-SC200462,AWANA SCOTLAND
GB-SC-SC029461,GB-COH-SC198586,OSPREY HOUSING LIMITED
GB-SC-SC029466,GB-COH-SC282309,THE FIFE CARERS CENTRE
GB-SC-SC029471,GB-COH-SC201004,WESTRAY DEVELOPMENT TRUST
GB-SC-SC029479,GB-COH-SC191428,ENERGY AGENCY
GB-SC-SC029484,GB-COH-SC200806,GARTMORE HOUSE
GB-SC-SC029502,GB-COH-SC343670,GLASGOW FOLK-MUSIC WORKSHOP LTD
GB-SC-SC029506,GB-COH-SC265659,INVERCLYDE COMMUNITY CARE FORUM
GB-SC-SC029510,GB-COH-SC289913,WHITLAWBURN COMMUNITY RESOURCE CENTRE
GB-SC-SC029515,GB-COH-SC198732,KADAMPA MEDITATION CENTRE GLASGOW
GB-SC-SC029530,GB-COH-SC201042,COVE PARK
GB-SC-SC029540,GB-COH-SC280863,HOME-START FALKIRK LTD
GB-SC-SC029543,GB-COH-SC201002,MIDLOTHIAN YOUNG PEOPLE'S ADVICE SERVICE
GB-SC-SC029556,GB-COH-SC201351,BADENOCH AND STRATHSPEY COMMUNITY CONNXIONS
GB-SC-SC029579,GB-COH-SC201509,TALAMH LIFE CENTRE LIMITED
GB-SC-SC029588,GB-COH-SC307213,UPSTAIRS KIDS KLUB
GB-SC-SC029593,GB-COH-SC396125,ABERDEEN PLAY FORUM
GB-SC-SC029601,GB-COH-SC189780,STRANRAER MILLENNIUM CENTRE COMMUNITY TRUST
GB-SC-SC029608,GB-COH-SC200851,NORTH AYRSHIRE VENTURES TRUST
GB-SC-SC029613,GB-COH-SC200854,BADAC THEATRE COMPANY LIMITED
GB-SC-SC029617,GB-COH-SC249307,BONNYRIGG AFTER SCHOOL CLUB
GB-SC-SC029635,GB-COH-SC213206,NEW START HIGHLAND
GB-SC-SC029660,GB-COH-SC200686,ANNANDALE COMMUNITY TRANSPORT SERVICES
GB-SC-SC029663,GB-COH-SC237063,SOUTH LANARKSHIRE CARERS NETWORK LIMITED
GB-SC-SC029681,GB-COH-SC202631,VOLUNTEER CENTRE EDINBURGH
GB-SC-SC029685,GB-COH-SC202663,ADOPT-A-CHILD
GB-SC-SC029700,GB-COH-SC202715,MECOPP (MINORITY ETHNIC CARERS OF PEOPLE PROJECT)
GB-SC-SC029711,GB-COH-SC202628,GIRVAN YOUTH TRUST
GB-SC-SC029712,GB-COH-SC200565,SCOTTISH FISHERMEN'S TRUST
GB-SC-SC029717,GB-COH-SC202853,ANDALUS
GB-SC-SC029724,GB-COH-SC202931,THE UNDER 12'S PROJECT
GB-SC-SC029731,GB-COH-SC203106,CHILDCARE CONNECTIONS LIMITED
GB-SC-SC029757,GB-COH-SC202687,YOUNG SCOT ENTERPRISE
GB-SC-SC029760,GB-COH-SC252907,CYCLING SCOTLAND
GB-SC-SC029761,GB-COH-SC293637,BRECHIN YOUTH PROJECT
GB-SC-SC029765,GB-COH-SC203382,"DAWATUL ISLAM, GLASGOW LIMITED"
GB-SC-SC029770,GB-COH-SC280852,HOME-START WEST LOTHIAN
GB-SC-SC029780,GB-COH-SC202978,NORTH AYRSHIRE LEISURE LIMITED
GB-SC-SC029793,GB-COH-SC191861,RED HERRING ARTS AND MEDIA
GB-SC-SC029802,GB-COH-SC203520,FARR EDGE 2000
GB-SC-SC029808,GB-COH-SC203436,CATHERINE WHEELS THEATRE COMPANY LIMITED
GB-SC-SC029809,GB-COH-SC203582,THE MOSQUE OF THE CUSTODIAN OF THE TWO HOLY MOSQUES AND ISLAMIC CENTRE OF EDINBURGH TRUST LIMITED
GB-SC-SC029817,GB-COH-SC260631,FINANCIAL FITNESS RESOURCE TEAM
GB-SC-SC029818,GB-COH-SC291096,STAFFIN COMMUNITY HALL ASSOCIATION LIMITED
GB-SC-SC029820,GB-COH-SC254093,CAMBUSLANG OUT OF SCHOOL CARE PROJECT
GB-SC-SC029882,GB-COH-SC289711,NEWTONHILL OUT OF SCHOOL CLUB
GB-SC-SC029905,GB-COH-SC202981,THE ARDNAMURCHAN TRUST
GB-SC-SC029923,GB-COH-SC204375,FINDHORN VILLAGE CENTRE
GB-SC-SC029941,GB-COH-SC205113,STRATHAVEN AFTER SCHOOL CLUB
GB-SC-SC029944,GB-COH-SC204833,YIPWORLD
GB-SC-SC029947,GB-COH-SC277345,ARGYLL & BUTE THIRD SECTOR INTERFACE
GB-SC-SC029951,GB-COH-SC204834,GLASGOW EAST ALCOHOL AWARENESS PROJECT LIMITED
