org_id_a,org_id_b,org_name,relationship,source
GB-CHC-507495,GB-COH-06717361,AGE CONCERN MORGANNWG LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-509119,GB-COH-06336116,OUTREACH COMMUNITY AND RESIDENTIAL SERVICES LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-509633,GB-COH-09321497,TRINITY SCHOOL TRUST,sameas,"Company Numbers for Charities"
GB-CHC-512913,GB-COH-07465640,RIPON MUSEUM TRUST,sameas,"Company Numbers for Charities"
GB-CHC-515817,GB-COH-10371450,THE ODELL TRUST,sameas,"Company Numbers for Charities"
GB-CHC-516058,GB-COH-10716963,SOLIHULL MIND,sameas,"Company Numbers for Charities"
GB-CHC-516674,GB-COH-08359099,LLUEST HORSE AND PONY TRUST,sameas,"Company Numbers for Charities"
GB-CHC-517690,GB-COH-11905732,KENTON PARK COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-CHC-518300,GB-COH-09449585,LLANELLI MIND,sameas,"Company Numbers for Charities"
GB-CHC-519138,GB-COH-10921078,CARING FOR LIFE,sameas,"Company Numbers for Charities"
GB-CHC-519298,GB-COH-07725010,KESWICK AGRICULTURAL SOCIETY LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-519409,GB-COH-13888287,THE JOHN STRUTT CHARITY,sameas,"Company Numbers for Charities"
GB-CHC-520835,GB-COH-08555227,PRIMROSE COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-CHC-521228,GB-COH-12045286,MANCHESTER MACCABI COMMUNITY AND SPORTS CLUB,sameas,"Company Numbers for Charities"
GB-CHC-522695,GB-COH-03271307,WILLOUGHBRIDGE GARDEN TRUST LTD,sameas,"Company Numbers for Charities"
GB-CHC-522847,GB-COH-06311234,THE BIRMINGHAM BOYS AND GIRLS UNION,sameas,"Company Numbers for Charities"
GB-CHC-523429,GB-COH-09255176,GRENFELL CLUB,sameas,"Company Numbers for Charities"
GB-CHC-524037,GB-COH-08870195,BLACK PARK COMMUNITY CENTRE LTD,sameas,"Company Numbers for Charities"
GB-CHC-525752,GB-COH-03294434,RYDAL PENRHOS LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-525935,GB-COH-13389872,THE QUEEN'S SCHOOL CHESTER,sameas,"Company Numbers for Charities"
GB-CHC-527276,GB-COH-11963500,BISHOP GROSSETESTE UNIVERSITY,sameas,"Company Numbers for Charities"
GB-CHC-529280,GB-COH-10562182,ACKWORTH SCHOOL,sameas,"Company Numbers for Charities"
GB-CHC-529801,GB-COH-07688240,BEVERLEY GRAMMAR SCHOOL,sameas,"Company Numbers for Charities"
GB-CHC-529865,GB-COH-07951152,CENTRE FOR ADVANCED RABBINICS LTD,sameas,"Company Numbers for Charities"
GB-CHC-700797,GB-COH-09471420,HOME-START YORK,sameas,"Company Numbers for Charities"
GB-CHC-701563,GB-COH-01930154,DISABILITY DERBYSHIRE COALITION FOR INCLUSIVE LIVING LTD,sameas,"Company Numbers for Charities"
GB-CHC-702053,GB-COH-11680079,ROCHDALE MUSICAL THEATRE COMPANY,sameas,"Company Numbers for Charities"
GB-CHC-800443,GB-COH-07035911,THE FLORENCE TRUST LTD,sameas,"Company Numbers for Charities"
GB-CHC-800465,GB-COH-08026761,HOLY MISSION OF GURU NANAK,sameas,"Company Numbers for Charities"
GB-CHC-801008,GB-COH-12978469,BRISTOL CATHEDRAL TRUST,sameas,"Company Numbers for Charities"
GB-CHC-803118,GB-COH-11948023,TUSK TRUST LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-803283,GB-COH-06190051,ASIAN PEOPLE'S DISABILITY ALLIANCE LIMITED,sameas,"Company Numbers for Charities"
GB-CHC-900314,GB-COH-10711932,ARTHROS LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100002,GB-COH-NI055010,CANCER LIFELINE,sameas,"Company Numbers for Charities"
GB-NIC-100004,GB-COH-NI019258,DISABILITY ACTION (NI),sameas,"Company Numbers for Charities"
GB-NIC-100005,GB-COH-NI026765,SUPPORTING COMMUNITIES NI,sameas,"Company Numbers for Charities"
GB-NIC-100006,GB-COH-NI054558,LAGAN VALLEY RURAL TRANSPORT,sameas,"Company Numbers for Charities"
GB-NIC-100008,GB-COH-NI071966,ADVICE NI,sameas,"Company Numbers for Charities"
GB-NIC-100017,GB-COH-NI025852,GROUNDWORK NORTHERN IRELAND,sameas,"Company Numbers for Charities"
GB-NIC-100018,GB-COH-NI041287,U3A FOYLE,sameas,"Company Numbers for Charities"
GB-NIC-100033,GB-COH-NI618264,DREAMSCHEME NORTHERN IRELAND,sameas,"Company Numbers for Charities"
GB-NIC-100047,GB-COH-NI067915,THE BIG HOUSE (IRELAND),sameas,"Company Numbers for Charities"
GB-NIC-100049,GB-COH-NI047243,TAR ISTEACH LTD,sameas,"Company Numbers for Charities"
GB-NIC-100060,GB-COH-NI641147,BALLINASCREEN EARLY YEARS,sameas,"Company Numbers for Charities"
GB-NIC-100063,GB-COH-NI042702,STRATHFOYLE WOMEN'S ACTIVITY GROUP LTD,sameas,"Company Numbers for Charities"
GB-NIC-100064,GB-COH-NI030101,RAINBOW HEALTH LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100066,GB-COH-NI054012,CULLYBACKEY COMMUNITY PARTNERSHIP,sameas,"Company Numbers for Charities"
GB-NIC-100069,GB-COH-NI034042,ECHO ECHO DANCE THEATRE COMPANY,sameas,"Company Numbers for Charities"
GB-NIC-100074,GB-COH-NI035612,JIGSAW (NORTHERN IRELAND),sameas,"Company Numbers for Charities"
GB-NIC-100077,GB-COH-NI026138,CLONARD RESIDENTS ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100092,GB-COH-NI047757,COLIN NEIGHBOURHOOD PARTNERSHIP,sameas,"Company Numbers for Charities"
GB-NIC-100096,GB-COH-NI071926,LITTLE ORCHIDS,sameas,"Company Numbers for Charities"
GB-NIC-100097,GB-COH-NI038155,ESKRA COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100098,GB-COH-NI042973,OMAGH FORUM FOR RURAL ASSOCIATIONS,sameas,"Company Numbers for Charities"
GB-NIC-100101,GB-COH-NI041112,G-OLD COMMUNITY PARTNERSHIP,sameas,"Company Numbers for Charities"
GB-NIC-100106,GB-COH-NI616033,INNER CITY BUILDINGS PRESERVATION TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100109,GB-COH-NI020880,COOKSTOWN ENTERPRISE CENTRE LTD,sameas,"Company Numbers for Charities"
GB-NIC-100110,GB-COH-NI028045,COMMON YOUTH LTD,sameas,"Company Numbers for Charities"
GB-NIC-100111,GB-COH-NI603820,BETHESDA FELLOWSHIP,sameas,"Company Numbers for Charities"
GB-NIC-100112,GB-COH-NI037861,WHOWHATWHEREWHENWHY,sameas,"Company Numbers for Charities"
GB-NIC-100114,GB-COH-NI072164,SÓLÁS,sameas,"Company Numbers for Charities"
GB-NIC-100116,GB-COH-NI026212,CIRCUSFUL,sameas,"Company Numbers for Charities"
GB-NIC-100119,GB-COH-NI026912,NORTH WEST PLAY RESOURCE CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100120,GB-COH-NI601083,CAIRDE TEO,sameas,"Company Numbers for Charities"
GB-NIC-100133,GB-COH-NI027893,MOYGASHEL COMMUNITY DEVELOPMENT ASSOCIATION LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100139,GB-COH-NI039242,BROUGHDERG AREA DEVELOPMENT ASSOCIATION LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100144,GB-COH-NI028941,BRYSON LAGANSPORTS,sameas,"Company Numbers for Charities"
GB-NIC-100150,GB-COH-NI027190,FLAX ART STUDIOS LTD,sameas,"Company Numbers for Charities"
GB-NIC-100152,GB-COH-NI041616,MAIDEN VOYAGE (NI) LTD,sameas,"Company Numbers for Charities"
GB-NIC-100154,GB-COH-NI622198,HOPE AND A FUTURE,sameas,"Company Numbers for Charities"
GB-NIC-100158,GB-COH-NI047688,HANDS THAT TALK,sameas,"Company Numbers for Charities"
GB-NIC-100161,GB-COH-NI050070,FERMANAGH RURAL COMMUNITY NETWORK,sameas,"Company Numbers for Charities"
GB-NIC-100173,GB-COH-NI066152,THE LYRIC THEATRE (NI),sameas,"Company Numbers for Charities"
GB-NIC-100182,GB-COH-NI020367,FARSET ENTERPRISE PARK LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100187,GB-COH-NI033263,WOMEN'S CENTRE DERRY LTD,sameas,"Company Numbers for Charities"
GB-NIC-100193,GB-COH-NI037440,NORTHDOWN COMMUNITYWORKS,sameas,"Company Numbers for Charities"
GB-NIC-100201,GB-COH-NI621885,TRUE HARVEST SEEDS,sameas,"Company Numbers for Charities"
GB-NIC-100204,GB-COH-NI039420,WAVE TRAUMA CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100209,GB-COH-NI034587,GREATER SHANTALLOW AREA PARTNERSHIP LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100212,GB-COH-NI063945,NORMAN WHITESIDE SPORTS FACILITY,sameas,"Company Numbers for Charities"
GB-NIC-100213,GB-COH-NI613897,ULLANS SPEAKERS ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100218,GB-COH-NI028244,STRABANE & DISTRICT CARING SERVICES,sameas,"Company Numbers for Charities"
GB-NIC-100221,GB-COH-NI031518,CHURCHES IN CO-OPERATION,sameas,"Company Numbers for Charities"
GB-NIC-100236,GB-COH-NI617518,THE MARY PETERS TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100240,GB-COH-NI058548,AUTISM NI (PAPA),sameas,"Company Numbers for Charities"
GB-NIC-100241,GB-COH-NI050863,OPEN COLLEGE NETWORK NORTHERN IRELAND,sameas,"Company Numbers for Charities"
GB-NIC-100244,GB-COH-NI007344,MILIBERN TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100257,GB-COH-NI032598,PORTGLENONE ENTERPRISE GROUP LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100259,GB-COH-NI036849,ROUSKEY COMMUNITY AND DEVELOPMENT ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100262,GB-COH-NI052050,KILLYLEAGH COMMUNITY SHOP LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100274,GB-COH-NI037612,CLIFTONVILLE COMMUNITY REGENERATION FORUM LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100281,GB-COH-NI023271,BROWNLOW LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100283,GB-COH-NI663825,LEAFAIR COMMUNITY ASSOCIATION LTD,sameas,"Company Numbers for Charities"
GB-NIC-100286,GB-COH-NI071320,KINAWLEY COMMUNITY HALL ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100289,GB-COH-NI620042,DAVINA'S ARK (AFTERCARE ADDICTION CENTRE),sameas,"Company Numbers for Charities"
GB-NIC-100290,GB-COH-NI606837,NORTHERN IRELAND ASSISTANCE DOGS,sameas,"Company Numbers for Charities"
GB-NIC-100291,GB-COH-NI071615,SHOPMOBILITY NEWRY,sameas,"Company Numbers for Charities"
GB-NIC-100296,GB-COH-NI037202,ERNE EAST COMMUNITY PARTNERSHIP LTD,sameas,"Company Numbers for Charities"
GB-NIC-100297,GB-COH-NI623977,HOPE NORTH WEST TEMPERANCE,sameas,"Company Numbers for Charities"
GB-NIC-100298,GB-COH-NI073594,ADDNI LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100318,GB-COH-NI621003,KILLYLEAGH FOOTBALL CLUB,sameas,"Company Numbers for Charities"
GB-NIC-100323,GB-COH-NI073279,I B NETWORKS TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100324,GB-COH-NI602918,ACTIVE LISTENING,sameas,"Company Numbers for Charities"
GB-NIC-100326,GB-COH-NI028174,ACROSS THE NATIONS LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100328,GB-COH-NI631969,IONAD UÍBH EACHACH,sameas,"Company Numbers for Charities"
GB-NIC-100332,GB-COH-NI624114,SCIENCE FESTIVALS NI,sameas,"Company Numbers for Charities"
GB-NIC-100337,GB-COH-NI032412,KIDS IN CONTROL,sameas,"Company Numbers for Charities"
GB-NIC-100342,GB-COH-NI020559,LIGONIEL IMPROVEMENT ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100349,GB-COH-NI619920,OLD LOUGHRY HERITAGE GROUP,sameas,"Company Numbers for Charities"
GB-NIC-100353,GB-COH-NI603904,NEW LODGE ARTS,sameas,"Company Numbers for Charities"
GB-NIC-100370,GB-COH-NI066075,ROADSAFENI LTD,sameas,"Company Numbers for Charities"
GB-NIC-100381,GB-COH-NI035735,SOUTH TYRONE EMPOWERMENT PROGRAMME,sameas,"Company Numbers for Charities"
GB-NIC-100392,GB-COH-NI032994,STRABANE COMMUNITY UNEMPLOYED GROUP,sameas,"Company Numbers for Charities"
GB-NIC-100396,GB-COH-NI621484,MOURNE MOUNTAIN RESCUE TEAM,sameas,"Company Numbers for Charities"
GB-NIC-100411,GB-COH-NI038840,NORTH COAST COMMUNITY TRANSPORT,sameas,"Company Numbers for Charities"
GB-NIC-100420,GB-COH-NI032847,COMMUNITY ADVICE ANTRIM & NEWTOWNABBEY LTD,sameas,"Company Numbers for Charities"
GB-NIC-100422,GB-COH-NI037113,PUBLIC ACHIEVEMENT LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100423,GB-COH-NI624552,FLOURISH (NI) LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100425,GB-COH-NI031294,UPPER SPRINGFIELD DEVELOPMENT TRUST LTD,sameas,"Company Numbers for Charities"
GB-NIC-100428,GB-COH-NI042183,COMMUNITY FOCUS LEARNING,sameas,"Company Numbers for Charities"
GB-NIC-100439,GB-COH-NI043064,COMMUNITY ADVICE BANBRIDGE LTD,sameas,"Company Numbers for Charities"
GB-NIC-100447,GB-COH-NI044737,SCHOMBERG SOCIETY KILKEEL LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100453,GB-COH-NI071861,KILTONGA CHRISTIAN CENTRE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100464,GB-COH-NI606847,CLARENDON SHELTER,sameas,"Company Numbers for Charities"
GB-NIC-100467,GB-COH-NI620873,LOUGHVIEW ENTERPRISES LTD,sameas,"Company Numbers for Charities"
GB-NIC-100475,GB-COH-NI606699,GLENRAVEL & DISTRICT COMMUNITY & RESIDENTS ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100477,GB-COH-NI036590,OMAGH EARLY YEARS CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100480,GB-COH-NI039031,DRUMAHOE CHILDCARE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100494,GB-COH-NI031979,CREGGAN COUNTRY PARK ENTERPRISES LTD,sameas,"Company Numbers for Charities"
GB-NIC-100496,GB-COH-NI036126,AGE NORTH DOWN & ARDS,sameas,"Company Numbers for Charities"
GB-NIC-100498,GB-COH-NI612678,NAZARENE COMPASSIONATE MINISTRIES (NI) LTD,sameas,"Company Numbers for Charities"
GB-NIC-100504,GB-COH-NI616637,THE DOCK TITANIC QUARTER,sameas,"Company Numbers for Charities"
GB-NIC-100508,GB-COH-NI613839,VINEYARD COMPASSION,sameas,"Company Numbers for Charities"
GB-NIC-100511,GB-COH-NI611939,COS FOR AUTISM FAMILIES LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100513,GB-COH-NI024685,ENGINEERING TRAINING COUNCIL (NORTHERN IRELAND),sameas,"Company Numbers for Charities"
GB-NIC-100514,GB-COH-NI640535,FOYLE SEARCH AND RESCUE,sameas,"Company Numbers for Charities"
GB-NIC-100542,GB-COH-NI035447,NATIONAL YOUTH CHOIR OF NORTHERN IRELAND,sameas,"Company Numbers for Charities"
GB-NIC-100544,GB-COH-NI615294,EASTSIDE GREENWAYS,sameas,"Company Numbers for Charities"
GB-NIC-100561,GB-COH-NI030447,AWARE DEFEAT DEPRESSION,sameas,"Company Numbers for Charities"
GB-NIC-100565,GB-COH-NI033133,SURVIVORS OF TRAUMA LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100567,GB-COH-NI050300,LAGANVIEW ENTERPRISE CENTRE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100572,GB-COH-NI043674,COLERAINE SURE START PARTNERSHIP,sameas,"Company Numbers for Charities"
GB-NIC-100573,GB-COH-NI612732,LIGONIEL FAMILY CENTRE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100585,GB-COH-NI037038,CONTEMPORARY CHRISTIANITY (NORTHERN IRELAND) LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100587,GB-COH-NI031042,BELFAST HEALTHY CITIES PROJECT LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100588,GB-COH-NI613149,THE CABBAGE PATCHERS,sameas,"Company Numbers for Charities"
GB-NIC-100593,GB-COH-NI622687,THE EAKIN FOUNDATION,sameas,"Company Numbers for Charities"
GB-NIC-100599,GB-COH-NI043260,DEVENISH PARTNERSHIP FORUM,sameas,"Company Numbers for Charities"
GB-NIC-100613,GB-COH-NI017976,KILCREGGAN HOMES,sameas,"Company Numbers for Charities"
GB-NIC-100614,GB-COH-NI052306,TOOLS FOR SOLIDARITY,sameas,"Company Numbers for Charities"
GB-NIC-100618,GB-COH-NI037481,SOLE PURPOSE,sameas,"Company Numbers for Charities"
GB-NIC-100632,GB-COH-NI602219,DUNGANNON YOUTH FOR CHRIST,sameas,"Company Numbers for Charities"
GB-NIC-100638,GB-COH-NI050228,HOLYWOOD OLD SCHOOL PRESERVATION TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100639,GB-COH-NI605702,MADDEN SCHOOLHOUSE HERITAGE COMMITTEE,sameas,"Company Numbers for Charities"
GB-NIC-100640,GB-COH-NI611875,SPECTRUM CENTRE TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100644,GB-COH-NI041705,LIFESTART FOUNDATION LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100658,GB-COH-NI026294,FERMANAGH RURAL COMMUNITY INITIATIVE,sameas,"Company Numbers for Charities"
GB-NIC-100663,GB-COH-NI029924,RANDALSTOWN ARCHES ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100679,GB-COH-NI053603,HOPE (NI) LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100689,GB-COH-NI066336,FERMANAGH ARTS FESTIVAL,sameas,"Company Numbers for Charities"
GB-NIC-100690,GB-COH-NI058552,CENTRE FOR INDEPENDENT LIVING N.I.,sameas,"Company Numbers for Charities"
GB-NIC-100703,GB-COH-NI040735,TAR ANALL,sameas,"Company Numbers for Charities"
GB-NIC-100705,GB-COH-NI066310,THE PEPPER FAMILY CHARITABLE TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100710,GB-COH-NI042024,CAHOOTS NI LTD,sameas,"Company Numbers for Charities"
GB-NIC-100727,GB-COH-NI031411,STEPPING STONES NI,sameas,"Company Numbers for Charities"
GB-NIC-100730,GB-COH-NI058306,HOMEPLUS NI LTD,sameas,"Company Numbers for Charities"
GB-NIC-100733,GB-COH-NI073155,SUGAR AND SPICE EARLY YEARS CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100738,GB-COH-NI060209,LIBERTY CONSORTIUM,sameas,"Company Numbers for Charities"
GB-NIC-100744,GB-COH-NI069097,EAST BELFAST MISSION,sameas,"Company Numbers for Charities"
GB-NIC-100753,GB-COH-NI005568,ACTION MENTAL HEALTH,sameas,"Company Numbers for Charities"
GB-NIC-100759,GB-COH-NI605895,HERD TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100767,GB-COH-NI014542,"SHELTER, CAMPAIGN FOR HOMELESS PEOPLE (NORTHERN IRELAND) LIMITED",sameas,"Company Numbers for Charities"
GB-NIC-100769,GB-COH-NI028651,GALBALLY YOUTH & COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100779,GB-COH-NI045361,ANGLING FIRST LTD,sameas,"Company Numbers for Charities"
GB-NIC-100783,GB-COH-NI061032,DISABILITY AID ABROAD,sameas,"Company Numbers for Charities"
GB-NIC-100787,GB-COH-NI021056,ADVICE SPACE,sameas,"Company Numbers for Charities"
GB-NIC-100790,GB-COH-NI624139,SOUTH BELFAST ALTERNATIVES,sameas,"Company Numbers for Charities"
GB-NIC-100799,GB-COH-NI036799,CREGGAN COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100802,GB-COH-NI034634,ROE VALLEY COMMUNITY EDUCATION FORUM LTD,sameas,"Company Numbers for Charities"
GB-NIC-100806,GB-COH-NI047950,ACTION RENEWABLES,sameas,"Company Numbers for Charities"
GB-NIC-100807,GB-COH-NI605507,COMMUNITY ADVICE FERMANAGH LTD,sameas,"Company Numbers for Charities"
GB-NIC-100808,GB-COH-NI022945,THE MAC (METROPOLITAN ARTS CENTRE),sameas,"Company Numbers for Charities"
GB-NIC-100809,GB-COH-NI606733,BRYSON CARE,sameas,"Company Numbers for Charities"
GB-NIC-100814,GB-COH-NI638732,OMAGH CHILD CONTACT CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100818,GB-COH-NI031327,BELFAST BUILDINGS TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100820,GB-COH-NI042432,VICTIMS AND SURVIVORS TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100823,GB-COH-NI650516,MID ULSTER CHILD CONTACT CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100825,GB-COH-NI035329,BALLYGAWLEY EARLY YEARS LTD,sameas,"Company Numbers for Charities"
GB-NIC-100831,GB-COH-NI623785,REDEEMER CENTRAL,sameas,"Company Numbers for Charities"
GB-NIC-100835,GB-COH-NI028725,QUEEN STREET STUDIOS,sameas,"Company Numbers for Charities"
GB-NIC-100842,GB-COH-NI622302,THE MAE MURRAY FOUNDATION,sameas,"Company Numbers for Charities"
GB-NIC-100849,GB-COH-NI622215,YOUTH INITIATIVES (NORTHERN IRELAND),sameas,"Company Numbers for Charities"
GB-NIC-100857,GB-COH-NI039643,ARC HEALTHY LIVING CENTRE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100859,GB-COH-NI053189,BELFAST HILLS PARTNERSHIP TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100861,GB-COH-NI047808,EAGLE FELLOWSHIP TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100868,GB-COH-NI069149,MORNING STAR FOUNDATION,sameas,"Company Numbers for Charities"
GB-NIC-100871,GB-COH-NI018869,FOYLE HOSPICE,sameas,"Company Numbers for Charities"
GB-NIC-100876,GB-COH-NI604519,CREATING SPACE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100881,GB-COH-NI032295,OASIS - CARING IN ACTION,sameas,"Company Numbers for Charities"
GB-NIC-100887,GB-COH-NI062957,FARRANSHANE COMMUNITY TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100889,GB-COH-NI621628,CASTLE HILL FOUNDATION,sameas,"Company Numbers for Charities"
GB-NIC-100898,GB-COH-NI063947,GASLIGHT MEDIA TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100903,GB-COH-NI661087,KIDS TOGETHER BELFAST,sameas,"Company Numbers for Charities"
GB-NIC-100904,GB-COH-NI062936,OH YEAH MUSIC CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-100906,GB-COH-NI635156,LOWER OLDPARK COMMUNITY ASSOCIATION,sameas,"Company Numbers for Charities"
GB-NIC-100908,GB-COH-NI607703,AA VETERANS SUPPORT,sameas,"Company Numbers for Charities"
GB-NIC-100911,GB-COH-NI017628,SPRINGHILL COMMUNITY HOUSE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100917,GB-COH-NI029738,KABOSH,sameas,"Company Numbers for Charities"
GB-NIC-100922,GB-COH-NI036068,KIDZONE,sameas,"Company Numbers for Charities"
GB-NIC-100923,GB-COH-NI044482,MACS SUPPORTING CHILDREN & YOUNG PEOPLE,sameas,"Company Numbers for Charities"
GB-NIC-100926,GB-COH-NI028501,FERMANAGH VOLUNTARY ASSOCIATION OF THE DISABLED,sameas,"Company Numbers for Charities"
GB-NIC-100927,GB-COH-NI050033,VELA MICROBOARDS NI LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100935,GB-COH-NI033978,MEDIATION NORTHERN IRELAND,sameas,"Company Numbers for Charities"
GB-NIC-100960,GB-COH-NI603445,BRYSON ENERGY,sameas,"Company Numbers for Charities"
GB-NIC-100981,GB-COH-NI623523,THE JOURNEY CHURCH,sameas,"Company Numbers for Charities"
GB-NIC-100983,GB-COH-NI058233,THE BLACK BOX TRUST,sameas,"Company Numbers for Charities"
GB-NIC-100985,GB-COH-NI625840,HOME-START EAST ANTRIM,sameas,"Company Numbers for Charities"
GB-NIC-100986,GB-COH-NI043631,ULSTER-SCOTS COMMUNITY NETWORK,sameas,"Company Numbers for Charities"
GB-NIC-100987,GB-COH-NI035373,ACCESS EMPLOYMENT LTD,sameas,"Company Numbers for Charities"
GB-NIC-100988,GB-COH-NI032676,COMPASS ADVOCACY NETWORK LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100991,GB-COH-NI616355,RAISE THE ROOF (NI),sameas,"Company Numbers for Charities"
GB-NIC-100992,GB-COH-NI028932,LAKELAND COMMUNITY CARE LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-100999,GB-COH-NI022828,BANBRIDGE DISTRICT ENTERPRISES LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-101001,GB-COH-NI625060,KILCOOLEY WOMEN'S CENTRE,sameas,"Company Numbers for Charities"
GB-NIC-101004,GB-COH-NI614137,IMAGINE BELFAST LTD,sameas,"Company Numbers for Charities"
GB-NIC-101011,GB-COH-NI621023,DARA PRE-SCHOOL,sameas,"Company Numbers for Charities"
GB-NIC-101015,GB-COH-NI063168,PIG REGEN LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-101018,GB-COH-NI601526,RAINBOW DAYCARE (EGLISH) LTD,sameas,"Company Numbers for Charities"
GB-NIC-101022,GB-COH-NI622952,RASHARKIN COMMUNITY PLAYGROUP,sameas,"Company Numbers for Charities"
GB-NIC-101033,GB-COH-NI620817,KAIROS ENTERPRISES,sameas,"Company Numbers for Charities"
GB-NIC-101036,GB-COH-NI602969,KINSHIP CARE NORTHERN IRELAND LTD,sameas,"Company Numbers for Charities"
GB-NIC-101042,GB-COH-NI048888,FAUGHANVALE COMMUNITY PROJECT LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-101054,GB-COH-NI605696,THE RESURGAM COMMUNITY DEVELOPMENT TRUST LIMITED,sameas,"Company Numbers for Charities"
GB-NIC-101057,GB-COH-NI611043,BALLYBLACK HALL MANAGEMENT COMPANY,sameas,"Company Numbers for Charities"
GB-NIC-101063,GB-COH-NI610828,DOWN COMMUNITY CHURCH,sameas,"Company Numbers for Charities"
GB-NIC-101072,GB-COH-NI628614,STOREHOUSE NORTH DOWN,sameas,"Company Numbers for Charities"
GB-NIC-101074,GB-COH-NI034988,NORTHERN IRELAND ENVIRONMENT LINK,sameas,"Company Numbers for Charities"
GB-NIC-101083,GB-COH-NI035510,MONEYNEENA & DISTRICT DEVELOPMENT INITIATIVE LTD,sameas,"Company Numbers for Charities"
GB-NIC-101092,GB-COH-NI051020,TACA,sameas,"Company Numbers for Charities"
GB-NIC-101096,GB-COH-NI027011,AISLING CENTRE COMPANY LTD,sameas,"Company Numbers for Charities"
GB-NIC-101097,GB-COH-NI041642,GOLDEN THREAD GALLERY LTD,sameas,"Company Numbers for Charities"
GB-NIC-101104,GB-COH-NI051710,THE ULSTER YOUTH ORCHESTRA,sameas,"Company Numbers for Charities"
